id,skill,category,confidence score
88504476dce22903b43ac0ada877fd70,statistics,Skill,0.93
c6fcdc60c2d130b0f01eef38fd861cc7,204841,DateTime,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,consulting operations,Skill,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,analytics,Skill,0.9
c6fcdc60c2d130b0f01eef38fd861cc7,invest,Skill,0.55
c6fcdc60c2d130b0f01eef38fd861cc7,teradata,Organization,0.91
c6fcdc60c2d130b0f01eef38fd861cc7,data,Skill,0.94
c6fcdc60c2d130b0f01eef38fd861cc7,customers,PersonType,0.86
c6fcdc60c2d130b0f01eef38fd861cc7,analyze,Skill,0.85
c6fcdc60c2d130b0f01eef38fd861cc7,deploy,Skill,0.83
c6fcdc60c2d130b0f01eef38fd861cc7,analytics,Skill,0.95
c6fcdc60c2d130b0f01eef38fd861cc7,pervasive,Skill,0.54
c6fcdc60c2d130b0f01eef38fd861cc7,data intelligence,Skill,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,data,Skill,0.55
c6fcdc60c2d130b0f01eef38fd861cc7,1000,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,innovative,Skill,0.84
c6fcdc60c2d130b0f01eef38fd861cc7,financial services,Skill,0.68
c6fcdc60c2d130b0f01eef38fd861cc7,auto,Product,0.53
c6fcdc60c2d130b0f01eef38fd861cc7,technology,Skill,0.51
c6fcdc60c2d130b0f01eef38fd861cc7,petabyte,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,customer,PersonType,0.5
c6fcdc60c2d130b0f01eef38fd861cc7,customers,PersonType,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,technologies,Skill,0.54
c6fcdc60c2d130b0f01eef38fd861cc7,artificial,Skill,0.64
c6fcdc60c2d130b0f01eef38fd861cc7,deep,Skill,0.6
c6fcdc60c2d130b0f01eef38fd861cc7,science,Skill,0.62
c6fcdc60c2d130b0f01eef38fd861cc7,deep learning,Skill,0.66
c6fcdc60c2d130b0f01eef38fd861cc7,expert,PersonType,0.6
c6fcdc60c2d130b0f01eef38fd861cc7,leadership,Skill,0.59
c6fcdc60c2d130b0f01eef38fd861cc7,design,Skill,0.74
c6fcdc60c2d130b0f01eef38fd861cc7,customers,PersonType,0.51
c6fcdc60c2d130b0f01eef38fd861cc7,communicating,Skill,0.78
c6fcdc60c2d130b0f01eef38fd861cc7,deep,Skill,0.58
c6fcdc60c2d130b0f01eef38fd861cc7,research,Skill,0.47
c6fcdc60c2d130b0f01eef38fd861cc7,asset development,Skill,0.73
c6fcdc60c2d130b0f01eef38fd861cc7,product development,Skill,0.67
c6fcdc60c2d130b0f01eef38fd861cc7,members,PersonType,0.44
c6fcdc60c2d130b0f01eef38fd861cc7,data science,Skill,0.76
c6fcdc60c2d130b0f01eef38fd861cc7,directors,PersonType,0.57
c6fcdc60c2d130b0f01eef38fd861cc7,deep learning,Skill,0.57
c6fcdc60c2d130b0f01eef38fd861cc7,keras,Organization,0.58
c6fcdc60c2d130b0f01eef38fd861cc7,tensorflow,Organization,0.69
c6fcdc60c2d130b0f01eef38fd861cc7,pytorch,Organization,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,mxnet,Organization,0.78
c6fcdc60c2d130b0f01eef38fd861cc7,caffe2,Organization,0.82
c6fcdc60c2d130b0f01eef38fd861cc7,cpu,Organization,0.82
c6fcdc60c2d130b0f01eef38fd861cc7,gpu,Organization,0.82
c6fcdc60c2d130b0f01eef38fd861cc7,fgpa,Organization,0.84
c6fcdc60c2d130b0f01eef38fd861cc7,deep learning training,Skill,0.99
c6fcdc60c2d130b0f01eef38fd861cc7,programming,Skill,0.75
c6fcdc60c2d130b0f01eef38fd861cc7,creativity,Skill,0.7
c6fcdc60c2d130b0f01eef38fd861cc7,verbal written communication•,Skill,0.53
c6fcdc60c2d130b0f01eef38fd861cc7,technical sales,Skill,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,presentations•,Skill,0.49
c6fcdc60c2d130b0f01eef38fd861cc7,communicate,Skill,0.61
c6fcdc60c2d130b0f01eef38fd861cc7,business,Skill,0.38
c6fcdc60c2d130b0f01eef38fd861cc7,50%,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,degree,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,5,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,machine learning,Skill,0.96
c6fcdc60c2d130b0f01eef38fd861cc7,3,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,deep learning,Skill,0.6
c6fcdc60c2d130b0f01eef38fd861cc7,degree,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,professional consulting,Skill,0.55
c6fcdc60c2d130b0f01eef38fd861cc7,teradata,PersonType,0.73
c6fcdc60c2d130b0f01eef38fd861cc7,invites,PersonType,0.75
c6fcdc60c2d130b0f01eef38fd861cc7,workplace,Location,0.71
c6fcdc60c2d130b0f01eef38fd861cc7,deliberation,Skill,0.74
c6fcdc60c2d130b0f01eef38fd861cc7,collaboration,Skill,0.99
c6fcdc60c2d130b0f01eef38fd861cc7,employer,PersonType,0.98
c6fcdc60c2d130b0f01eef38fd861cc7,age,Quantity,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,military veteran,PersonType,0.87
c6fcdc60c2d130b0f01eef38fd861cc7,san diego state,Location,0.81
c6fcdc60c2d130b0f01eef38fd861cc7,california,Location,0.87
c6fcdc60c2d130b0f01eef38fd861cc7,marketing,Skill,0.95
c6fcdc60c2d130b0f01eef38fd861cc7,senior,PersonType,0.64
c6fcdc60c2d130b0f01eef38fd861cc7,deep,Skill,0.52
c6fcdc60c2d130b0f01eef38fd861cc7,data scientist,PersonType,0.65
c6fcdc60c2d130b0f01eef38fd861cc7,consulting,Skill,0.96
c6fcdc60c2d130b0f01eef38fd861cc7,investments,Skill,0.94
c6fcdc60c2d130b0f01eef38fd861cc7,analytics,Skill,0.91
c6fcdc60c2d130b0f01eef38fd861cc7,invest,Skill,0.55
c6fcdc60c2d130b0f01eef38fd861cc7,teradata,Organization,0.91
c6fcdc60c2d130b0f01eef38fd861cc7,data,Skill,0.94
c6fcdc60c2d130b0f01eef38fd861cc7,customers,PersonType,0.86
c6fcdc60c2d130b0f01eef38fd861cc7,analyze,Skill,0.85
c6fcdc60c2d130b0f01eef38fd861cc7,deploy,Skill,0.83
c6fcdc60c2d130b0f01eef38fd861cc7,analytics,Skill,0.95
c6fcdc60c2d130b0f01eef38fd861cc7,scale,Skill,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,cloud,Skill,0.87
c6fcdc60c2d130b0f01eef38fd861cc7,pervasive,Skill,0.54
c6fcdc60c2d130b0f01eef38fd861cc7,data intelligence,Skill,0.77
c6fcdc60c2d130b0f01eef38fd861cc7,today,DateTime,0.8
c6fcdc60c2d130b0f01eef38fd861cc7,analytics,Skill,0.88
c6fcdc60c2d130b0f01eef38fd861cc7,teradata,Organization,0.94
c6fcdc60c2d130b0f01eef38fd861cc7,data intelligence,Skill,0.97
c6fcdc60c2d130b0f01eef38fd861cc7,san diego,Location,0.98
c6fcdc60c2d130b0f01eef38fd861cc7,california,Location,0.66
137365608beaec9b4ac5030d84550791,ccb fast data,Organization,0.57
137365608beaec9b4ac5030d84550791,data science,Skill,0.9
137365608beaec9b4ac5030d84550791,analytics,Skill,0.95
137365608beaec9b4ac5030d84550791,analytics,Organization,0.5
137365608beaec9b4ac5030d84550791,insights,Organization,0.51
137365608beaec9b4ac5030d84550791,jp morgan chase & co,Organization,0.86
137365608beaec9b4ac5030d84550791,ccb,Organization,0.57
137365608beaec9b4ac5030d84550791,cdao,Organization,0.58
137365608beaec9b4ac5030d84550791,jpmorgan chase & co.,Organization,0.83
137365608beaec9b4ac5030d84550791,jpm,Organization,0.86
137365608beaec9b4ac5030d84550791,financial services,Skill,0.87
137365608beaec9b4ac5030d84550791,$2.6 trillion,Quantity,0.8
137365608beaec9b4ac5030d84550791,investment banking,Skill,0.92
137365608beaec9b4ac5030d84550791,financial services,Skill,0.93
137365608beaec9b4ac5030d84550791,consumers,PersonType,0.82
137365608beaec9b4ac5030d84550791,business,Skill,0.53
137365608beaec9b4ac5030d84550791,commercial banking,Skill,0.77
137365608beaec9b4ac5030d84550791,financial transaction processing,Skill,0.92
137365608beaec9b4ac5030d84550791,asset management,Skill,0.92
137365608beaec9b4ac5030d84550791,dow,Organization,0.53
137365608beaec9b4ac5030d84550791,jones industrial average,Organization,0.57
137365608beaec9b4ac5030d84550791,jpmorgan chase & co,Organization,0.81
137365608beaec9b4ac5030d84550791,consumers,PersonType,0.89
137365608beaec9b4ac5030d84550791,united states,Location,0.79
137365608beaec9b4ac5030d84550791,clients,PersonType,0.6
137365608beaec9b4ac5030d84550791,j.p. morgan chase,Organization,0.85
137365608beaec9b4ac5030d84550791,jpmorgan chase & co.,Organization,0.83
137365608beaec9b4ac5030d84550791,http://www.jpmorganchase.com/.,URL,0.8
137365608beaec9b4ac5030d84550791,chase consumer & community bank,Organization,0.84
137365608beaec9b4ac5030d84550791,ccb,Organization,0.66
137365608beaec9b4ac5030d84550791,61 million,Quantity,0.8
137365608beaec9b4ac5030d84550791,4 million,Quantity,0.8
137365608beaec9b4ac5030d84550791,banking,Skill,0.93
137365608beaec9b4ac5030d84550791,credit cards,Skill,0.76
137365608beaec9b4ac5030d84550791,auto finance,Skill,0.97
137365608beaec9b4ac5030d84550791,payments,Skill,0.97
137365608beaec9b4ac5030d84550791,mortgages,Skill,0.98
137365608beaec9b4ac5030d84550791,investment,Skill,0.95
137365608beaec9b4ac5030d84550791,ccb focused,Organization,0.58
137365608beaec9b4ac5030d84550791,ccb,Organization,0.71
137365608beaec9b4ac5030d84550791,creative,Skill,0.55
137365608beaec9b4ac5030d84550791,problem solving,Skill,0.89
137365608beaec9b4ac5030d84550791,client,PersonType,0.7
137365608beaec9b4ac5030d84550791,strategic,Skill,0.71
137365608beaec9b4ac5030d84550791,banking,Skill,0.8
137365608beaec9b4ac5030d84550791,home lending,Skill,0.79
137365608beaec9b4ac5030d84550791,card service,Skill,0.88
137365608beaec9b4ac5030d84550791,business,Skill,0.86
137365608beaec9b4ac5030d84550791,banking,Skill,0.49
137365608beaec9b4ac5030d84550791,auto finance,Skill,0.96
137365608beaec9b4ac5030d84550791,merchant services,Skill,0.95
137365608beaec9b4ac5030d84550791,financial services,Skill,0.94
137365608beaec9b4ac5030d84550791,practitioner,PersonType,0.65
137365608beaec9b4ac5030d84550791,data science analytics,Skill,0.91
137365608beaec9b4ac5030d84550791,big data,Skill,0.82
137365608beaec9b4ac5030d84550791,hadoop,Product,0.7
137365608beaec9b4ac5030d84550791,spark,Product,0.53
137365608beaec9b4ac5030d84550791,hive,Product,0.55
137365608beaec9b4ac5030d84550791,impala,Product,0.57
137365608beaec9b4ac5030d84550791,analytical,Skill,0.92
137365608beaec9b4ac5030d84550791,data science,Skill,0.61
137365608beaec9b4ac5030d84550791,strategic,Skill,0.68
137365608beaec9b4ac5030d84550791,analytics,Skill,0.57
137365608beaec9b4ac5030d84550791,big data,Skill,0.58
137365608beaec9b4ac5030d84550791,contributor,PersonType,0.62
137365608beaec9b4ac5030d84550791,senior,PersonType,0.57
137365608beaec9b4ac5030d84550791,business executives,PersonType,0.52
137365608beaec9b4ac5030d84550791,advisor,PersonType,0.58
137365608beaec9b4ac5030d84550791,leader,PersonType,0.46
137365608beaec9b4ac5030d84550791,clients,PersonType,0.62
137365608beaec9b4ac5030d84550791,ccb,Organization,0.44
137365608beaec9b4ac5030d84550791,ccb,Organization,0.46
137365608beaec9b4ac5030d84550791,assets,Skill,0.52
137365608beaec9b4ac5030d84550791,data scientists,PersonType,0.73
137365608beaec9b4ac5030d84550791,open,Skill,0.62
137365608beaec9b4ac5030d84550791,communication,Skill,0.48
137365608beaec9b4ac5030d84550791,work ethic,Skill,0.94
137365608beaec9b4ac5030d84550791,professional,Skill,0.66
137365608beaec9b4ac5030d84550791,5,Quantity,0.8
137365608beaec9b4ac5030d84550791,data science,Skill,0.8
137365608beaec9b4ac5030d84550791,business analytics,Skill,0.72
137365608beaec9b4ac5030d84550791,marketing analytics,Skill,0.94
137365608beaec9b4ac5030d84550791,sales analytics,Skill,0.86
137365608beaec9b4ac5030d84550791,business insights,Skill,0.86
137365608beaec9b4ac5030d84550791,degree,Quantity,0.8
137365608beaec9b4ac5030d84550791,degree,Quantity,0.8
137365608beaec9b4ac5030d84550791,statistics,Skill,0.84
137365608beaec9b4ac5030d84550791,economics,Skill,0.99
137365608beaec9b4ac5030d84550791,applied math,Skill,0.87
137365608beaec9b4ac5030d84550791,operations research,Skill,0.92
137365608beaec9b4ac5030d84550791,physics,Skill,0.87
137365608beaec9b4ac5030d84550791,data science,Skill,0.66
137365608beaec9b4ac5030d84550791,leadership,Skill,0.81
137365608beaec9b4ac5030d84550791,data science,Skill,0.93
137365608beaec9b4ac5030d84550791,analytics,Skill,0.78
137365608beaec9b4ac5030d84550791,business,Skill,0.53
137365608beaec9b4ac5030d84550791,implementation,Skill,0.69
137365608beaec9b4ac5030d84550791,communicator,Skill,0.9
137365608beaec9b4ac5030d84550791,communicator,PersonType,0.51
137365608beaec9b4ac5030d84550791,senior executives,PersonType,0.69
137365608beaec9b4ac5030d84550791,business,Skill,0.51
137365608beaec9b4ac5030d84550791,data science,Skill,0.73
137365608beaec9b4ac5030d84550791,data science,Skill,0.74
137365608beaec9b4ac5030d84550791,hive,Product,0.41
137365608beaec9b4ac5030d84550791,hadoop,Organization,0.49
137365608beaec9b4ac5030d84550791,spark,Organization,0.33
137365608beaec9b4ac5030d84550791,financial services,Skill,0.98
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.92
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.77
cf21006bfd9cffc7a7dab934f8f986af,builders,PersonType,0.52
cf21006bfd9cffc7a7dab934f8f986af,solving problems,Skill,0.84
cf21006bfd9cffc7a7dab934f8f986af,community,Skill,0.53
cf21006bfd9cffc7a7dab934f8f986af,small business group,Organization,0.71
cf21006bfd9cffc7a7dab934f8f986af,sbg,Organization,0.47
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.92
cf21006bfd9cffc7a7dab934f8f986af,customers,PersonType,0.95
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.79
cf21006bfd9cffc7a7dab934f8f986af,instagram,Organization,0.66
cf21006bfd9cffc7a7dab934f8f986af,customers,PersonType,0.96
cf21006bfd9cffc7a7dab934f8f986af,one,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,two,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,sales,Skill,0.88
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.94
cf21006bfd9cffc7a7dab934f8f986af,advertising,Skill,0.61
cf21006bfd9cffc7a7dab934f8f986af,business,Skill,0.65
cf21006bfd9cffc7a7dab934f8f986af,99%,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,advertisers,PersonType,0.97
cf21006bfd9cffc7a7dab934f8f986af,business,Skill,0.57
cf21006bfd9cffc7a7dab934f8f986af,70 million,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,one,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,one,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,data,Skill,0.63
cf21006bfd9cffc7a7dab934f8f986af,insights,Skill,0.82
cf21006bfd9cffc7a7dab934f8f986af,sales,Skill,0.96
cf21006bfd9cffc7a7dab934f8f986af,one,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,technology,Skill,0.61
cf21006bfd9cffc7a7dab934f8f986af,one,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,sbg,Organization,0.7
cf21006bfd9cffc7a7dab934f8f986af,data science manager,PersonType,0.66
cf21006bfd9cffc7a7dab934f8f986af,data insights,Skill,0.87
cf21006bfd9cffc7a7dab934f8f986af,business strategy,Skill,0.88
cf21006bfd9cffc7a7dab934f8f986af,clients,PersonType,0.77
cf21006bfd9cffc7a7dab934f8f986af,candidate,PersonType,0.68
cf21006bfd9cffc7a7dab934f8f986af,manage,Skill,0.53
cf21006bfd9cffc7a7dab934f8f986af,data scientists,PersonType,0.78
cf21006bfd9cffc7a7dab934f8f986af,data-informed,Skill,0.88
cf21006bfd9cffc7a7dab934f8f986af,strategies,Skill,0.45
cf21006bfd9cffc7a7dab934f8f986af,data infrastructure,Skill,0.72
cf21006bfd9cffc7a7dab934f8f986af,business,Skill,0.54
cf21006bfd9cffc7a7dab934f8f986af,deep-dive analyses,Skill,0.88
cf21006bfd9cffc7a7dab934f8f986af,strategy,Skill,0.56
cf21006bfd9cffc7a7dab934f8f986af,data,Skill,0.53
cf21006bfd9cffc7a7dab934f8f986af,decision-making,Skill,0.94
cf21006bfd9cffc7a7dab934f8f986af,measurement,Skill,0.46
cf21006bfd9cffc7a7dab934f8f986af,candidate,PersonType,0.52
cf21006bfd9cffc7a7dab934f8f986af,developing,Skill,0.69
cf21006bfd9cffc7a7dab934f8f986af,data analysis,Skill,0.77
cf21006bfd9cffc7a7dab934f8f986af,clients,PersonType,0.5
cf21006bfd9cffc7a7dab934f8f986af,managing,Skill,0.66
cf21006bfd9cffc7a7dab934f8f986af,data science,Skill,0.94
cf21006bfd9cffc7a7dab934f8f986af,managing,Skill,0.8
cf21006bfd9cffc7a7dab934f8f986af,stakeholders,PersonType,0.71
cf21006bfd9cffc7a7dab934f8f986af,sales engineering,Skill,0.96
cf21006bfd9cffc7a7dab934f8f986af,leadership,Skill,0.93
cf21006bfd9cffc7a7dab934f8f986af,analytical skills,Skill,0.88
cf21006bfd9cffc7a7dab934f8f986af,data science,Skill,0.91
cf21006bfd9cffc7a7dab934f8f986af,headquarters,Location,0.84
cf21006bfd9cffc7a7dab934f8f986af,office,Location,0.71
cf21006bfd9cffc7a7dab934f8f986af,menlo park,Location,0.81
cf21006bfd9cffc7a7dab934f8f986af,california,Location,0.59
cf21006bfd9cffc7a7dab934f8f986af,manage,Skill,0.64
cf21006bfd9cffc7a7dab934f8f986af,develop,Skill,0.68
cf21006bfd9cffc7a7dab934f8f986af,data scientists,PersonType,0.69
cf21006bfd9cffc7a7dab934f8f986af,thought leader,PersonType,0.42
cf21006bfd9cffc7a7dab934f8f986af,strategy,Skill,0.57
cf21006bfd9cffc7a7dab934f8f986af,decision making,Skill,0.61
cf21006bfd9cffc7a7dab934f8f986af,prioritization,Skill,0.66
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.55
cf21006bfd9cffc7a7dab934f8f986af,sales,Skill,0.59
cf21006bfd9cffc7a7dab934f8f986af,math,Skill,0.93
cf21006bfd9cffc7a7dab934f8f986af,statistics,Skill,0.93
cf21006bfd9cffc7a7dab934f8f986af,economics,Skill,0.97
cf21006bfd9cffc7a7dab934f8f986af,science,Skill,0.86
cf21006bfd9cffc7a7dab934f8f986af,5,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,analytics,Skill,0.64
cf21006bfd9cffc7a7dab934f8f986af,communicating,Skill,0.98
cf21006bfd9cffc7a7dab934f8f986af,business,Skill,0.75
cf21006bfd9cffc7a7dab934f8f986af,leaders,PersonType,0.46
cf21006bfd9cffc7a7dab934f8f986af,stakeholders,PersonType,0.72
cf21006bfd9cffc7a7dab934f8f986af,statistical analysis,Skill,0.99
cf21006bfd9cffc7a7dab934f8f986af,communicating,Skill,0.84
cf21006bfd9cffc7a7dab934f8f986af,sales,Skill,0.88
cf21006bfd9cffc7a7dab934f8f986af,marketing,Skill,0.96
cf21006bfd9cffc7a7dab934f8f986af,customer service,Skill,0.64
cf21006bfd9cffc7a7dab934f8f986af,degree,Quantity,0.8
cf21006bfd9cffc7a7dab934f8f986af,facebook,Organization,0.76
cf21006bfd9cffc7a7dab934f8f986af,disabled,PersonType,0.81
cf21006bfd9cffc7a7dab934f8f986af,veterans,PersonType,0.49
cf21006bfd9cffc7a7dab934f8f986af,may,DateTime,0.8
cf21006bfd9cffc7a7dab934f8f986af,accommodations-ext@fb.com,Email,0.8
6bf5a8584ccb18369839ee59b0245c10,data engineer,PersonType,0.92
6bf5a8584ccb18369839ee59b0245c10,data science,Skill,0.97
6bf5a8584ccb18369839ee59b0245c10,analytics,Skill,0.58
6bf5a8584ccb18369839ee59b0245c10,data,Skill,0.74
6bf5a8584ccb18369839ee59b0245c10,timely,Skill,0.5
6bf5a8584ccb18369839ee59b0245c10,insights,Skill,0.56
6bf5a8584ccb18369839ee59b0245c10,business,Skill,0.81
6bf5a8584ccb18369839ee59b0245c10,business,Skill,0.83
6bf5a8584ccb18369839ee59b0245c10,data manipulation,Skill,0.93
6bf5a8584ccb18369839ee59b0245c10,statistical analysis,Skill,0.92
6bf5a8584ccb18369839ee59b0245c10,resident subject matter,PersonType,0.61
6bf5a8584ccb18369839ee59b0245c10,expert,PersonType,0.42
6bf5a8584ccb18369839ee59b0245c10,statistical analysis,Skill,0.93
6bf5a8584ccb18369839ee59b0245c10,mentor,Skill,0.87
6bf5a8584ccb18369839ee59b0245c10,members,PersonType,0.45
6bf5a8584ccb18369839ee59b0245c10,collaborate,Skill,0.78
6bf5a8584ccb18369839ee59b0245c10,science,Skill,0.64
6bf5a8584ccb18369839ee59b0245c10,analytics,Skill,0.5
6bf5a8584ccb18369839ee59b0245c10,machine learning,Skill,0.88
6bf5a8584ccb18369839ee59b0245c10,cross-functional learning,Skill,0.67
6bf5a8584ccb18369839ee59b0245c10,business,Skill,0.78
6bf5a8584ccb18369839ee59b0245c10,business,Skill,0.58
6bf5a8584ccb18369839ee59b0245c10,modelling,Skill,0.55
6bf5a8584ccb18369839ee59b0245c10,team,PersonType,0.72
6bf5a8584ccb18369839ee59b0245c10,members,PersonType,0.43
6bf5a8584ccb18369839ee59b0245c10,statistical data,Skill,0.63
6bf5a8584ccb18369839ee59b0245c10,datasets,Skill,0.66
6bf5a8584ccb18369839ee59b0245c10,data manipulation,Skill,0.71
6bf5a8584ccb18369839ee59b0245c10,fuzzy matching,Skill,0.62
6bf5a8584ccb18369839ee59b0245c10,dynamics,Skill,0.49
6bf5a8584ccb18369839ee59b0245c10,communicate,Skill,0.64
6bf5a8584ccb18369839ee59b0245c10,data-driven insights,Skill,0.67
6bf5a8584ccb18369839ee59b0245c10,members,PersonType,0.44
6bf5a8584ccb18369839ee59b0245c10,science,Skill,0.79
6bf5a8584ccb18369839ee59b0245c10,cloud engineering,Skill,0.64
6bf5a8584ccb18369839ee59b0245c10,experts,PersonType,0.47
6bf5a8584ccb18369839ee59b0245c10,computer science,Skill,0.95
6bf5a8584ccb18369839ee59b0245c10,engineering,Skill,0.74
6bf5a8584ccb18369839ee59b0245c10,statistics,Skill,0.7
6bf5a8584ccb18369839ee59b0245c10,data science,Skill,0.67
6bf5a8584ccb18369839ee59b0245c10,engineering,Skill,0.41
6bf5a8584ccb18369839ee59b0245c10,engineering,Skill,0.71
6bf5a8584ccb18369839ee59b0245c10,pharmaceutical,Skill,0.54
6bf5a8584ccb18369839ee59b0245c10,marketing,Skill,0.85
6bf5a8584ccb18369839ee59b0245c10,data manipulation,Skill,0.63
6bf5a8584ccb18369839ee59b0245c10,software,Skill,0.73
6bf5a8584ccb18369839ee59b0245c10,data engineers,PersonType,0.61
6bf5a8584ccb18369839ee59b0245c10,data scientists,PersonType,0.86
6bf5a8584ccb18369839ee59b0245c10,applied mathematics,Skill,0.95
6bf5a8584ccb18369839ee59b0245c10,high,Skill,0.57
6bf5a8584ccb18369839ee59b0245c10,statistical modeling,Skill,0.78
6bf5a8584ccb18369839ee59b0245c10,hypothesis testing,Skill,0.93
6bf5a8584ccb18369839ee59b0245c10,time series analysis,Skill,0.96
6bf5a8584ccb18369839ee59b0245c10,programming languages,Skill,0.54
6bf5a8584ccb18369839ee59b0245c10,python,Skill,1.0
6bf5a8584ccb18369839ee59b0245c10,javascript,Skill,0.99
6bf5a8584ccb18369839ee59b0245c10,c++,Skill,1.0
6bf5a8584ccb18369839ee59b0245c10,java,Skill,0.99
6bf5a8584ccb18369839ee59b0245c10,validation,Skill,0.67
6bf5a8584ccb18369839ee59b0245c10,communication,Skill,0.9
4b0372391ce9020975e9fac24c0b30ba,quantitative marketing analyst,PersonType,0.66
4b0372391ce9020975e9fac24c0b30ba,science analyst,PersonType,0.62
4b0372391ce9020975e9fac24c0b30ba,quantitative marketing analyst,PersonType,0.71
4b0372391ce9020975e9fac24c0b30ba,marketing,Skill,0.43
4b0372391ce9020975e9fac24c0b30ba,science advanced,Organization,0.6
4b0372391ce9020975e9fac24c0b30ba,candidate,PersonType,0.65
4b0372391ce9020975e9fac24c0b30ba,analytical skills,Skill,0.63
4b0372391ce9020975e9fac24c0b30ba,manage,Skill,0.73
4b0372391ce9020975e9fac24c0b30ba,marketing,Skill,0.55
4b0372391ce9020975e9fac24c0b30ba,media,Skill,0.5
4b0372391ce9020975e9fac24c0b30ba,sales,Skill,0.85
4b0372391ce9020975e9fac24c0b30ba,analytical,Skill,0.86
4b0372391ce9020975e9fac24c0b30ba,marketing,Skill,0.94
4b0372391ce9020975e9fac24c0b30ba,modeling,Skill,0.94
4b0372391ce9020975e9fac24c0b30ba,forecasting,Skill,0.95
4b0372391ce9020975e9fac24c0b30ba,business,Skill,0.76
4b0372391ce9020975e9fac24c0b30ba,marketing,Skill,0.99
4b0372391ce9020975e9fac24c0b30ba,media,Skill,1.0
4b0372391ce9020975e9fac24c0b30ba,pricing,Skill,0.96
4b0372391ce9020975e9fac24c0b30ba,optimization,Skill,0.99
4b0372391ce9020975e9fac24c0b30ba,data collection,Skill,0.85
4b0372391ce9020975e9fac24c0b30ba,validation,Skill,0.94
4b0372391ce9020975e9fac24c0b30ba,model development,Skill,0.97
4b0372391ce9020975e9fac24c0b30ba,translating,Skill,0.68
4b0372391ce9020975e9fac24c0b30ba,manage project,Skill,0.6
4b0372391ce9020975e9fac24c0b30ba,issues manager,PersonType,0.56
4b0372391ce9020975e9fac24c0b30ba,stakeholders,PersonType,0.54
4b0372391ce9020975e9fac24c0b30ba,analytical,PersonType,0.38
4b0372391ce9020975e9fac24c0b30ba,communications,Skill,0.96
4b0372391ce9020975e9fac24c0b30ba,degree,Quantity,0.8
4b0372391ce9020975e9fac24c0b30ba,statistics,Skill,0.99
4b0372391ce9020975e9fac24c0b30ba,economics,Skill,1.0
4b0372391ce9020975e9fac24c0b30ba,business,Skill,0.99
4b0372391ce9020975e9fac24c0b30ba,applied math,Skill,0.99
4b0372391ce9020975e9fac24c0b30ba,2,Quantity,0.8
4b0372391ce9020975e9fac24c0b30ba,1 year,DateTime,0.8
4b0372391ce9020975e9fac24c0b30ba,marketing mix modeling,Skill,0.76
4b0372391ce9020975e9fac24c0b30ba,statistical,Skill,0.97
4b0372391ce9020975e9fac24c0b30ba,media,Skill,1.0
4b0372391ce9020975e9fac24c0b30ba,statistics,Skill,0.76
4b0372391ce9020975e9fac24c0b30ba,one,Quantity,0.8
4b0372391ce9020975e9fac24c0b30ba,statistical software,Skill,0.61
4b0372391ce9020975e9fac24c0b30ba,thinker,PersonType,0.57
4b0372391ce9020975e9fac24c0b30ba,deep business acumen,Skill,0.84
4b0372391ce9020975e9fac24c0b30ba,data business strategy,Skill,0.67
4b0372391ce9020975e9fac24c0b30ba,stakeholders,PersonType,0.75
4b0372391ce9020975e9fac24c0b30ba,insights,Skill,0.45
4b0372391ce9020975e9fac24c0b30ba,mattel,Organization,0.6
4b0372391ce9020975e9fac24c0b30ba,toys,Product,0.87
4b0372391ce9020975e9fac24c0b30ba,consumer,PersonType,0.44
4b0372391ce9020975e9fac24c0b30ba,consumers,PersonType,0.89
