,posting_date,description,title,country,employer,industry,id,source,lat,lng,location
1380,"Oct 21, 2019","work with the rest of the fccm
.work together with product
.selecting features, building
.extending companys data with
.enhancing data collection
.processing, cleansing, and verifying
.doing ad-hoc analysis and
.phd or masters degree in
.prior experience in the
.experience in graph theory,
.experience with data
.excellent understanding of
.good applied statistics skills,
.2+ years of experience with
.proficiency in using query
.experience with nosql
.good scripting and programming
.great communication and
.english plus another european
.",Principal Sales Consultant - Data Scientist,Sweden,Oracle,Enterprise Software & Network Solutions,4134479773.0,Glassdoor,0.0,0.0,Sweden
1381,"Oct 21, 2019","does working on disruptive, innovative solutions get you .does building solutions that impact a bigger global cause make you .does working on a high-powered multi-disciplinary team get your .do you prefer working in a non-hierarchical flat environment?.do you prefer working in an environment where you do huddles as opposed to getting meetinged to death?.do you prefer an environment where no one counts your vacation days?.do you prefer an environment where your thoughts are valued based on ingenuity and not seniority?.","Senior Data Scientist, Machine Learning",Canada,Savormetrics Inc.,,4182562512.0,Glassdoor,43.589,-79.6433,Mississauga
1384,"Oct 21, 2019","serves as a local focal point to implement data conformance strategy as defined by global dmm standards involving submissions, acquisitions and divestitures of the data integrated into the cal.for local assets, mitigates/arbitrates asset level data management technical and process issues with cros, dmm and cdmm.leads new pfizer clinical/pms data collection environment (i.e. nextgen clinical trials, no paper crf in pms) by successful implementation and maintenance of the systems (e.g. nextgen cdms, pms cdms) and related processes.works with bpos to review performance metrics against targets to ensure program deliverables are being met and productivity is aligned with pfizer expectations.works with global organizations to ensure appropriate data standards, system and processes are used and implemented consistently across the programs.applies and drives lessons learned to continuous improvement of data management practices across the organization including internal customers and cros.leads implementation of pms data collection standards into each surveillance
.level at which s/he can discuss, debate, negotiate with global colleagues or external customers.flexibility and implementing change: responds positively and constructively to changing situations and manages change by identifying opportunities and coaching self and others through the change.customer focus: identifies and builds effective relationships with customers and other stakeholders.ownership: be accountable for data quality to internal and external customers to ensure confidence in data.knowledge in clinical development and reexamination: extensive knowledge of clinical development process and principle including the principles of gcp, gpsp and gvp.clinical data management expertise: extensive knowledge of crf/database design, database set-up, validation specs, query management, medical coding, sae reconciliation, data browsing tools and outsourcing.communication: shares best practices and any visible and/or potential issues with appropriate members in a timely manner.",【R&D】クリニカルデータサイエンティスト（専門管理職/一般社員）／データモニタリング・マネジメントグループ / Clinical Data Scientist (Exempt/Non-exempt)/Data Monitoring & Management Group,Japan,Pfizer,Biotech & Pharmaceuticals,4043476002.0,Glassdoor,35.685,139.7514,Tokyo
1389,"Oct 21, 2019","experience in developing advanced statistical models and/or optimization frameworks for improving processes/products/profits using r and python..strong knowledge of data mining algorithms, techniques (decision trees, ensemble learning, clustering, association rule mining, etc.) and problem areas (churn prediction, segmentation, forecasting, association rules etc.).translate analytic insights into concrete, actionable recommendations for business or product improvement..should possess the working knowledge of visualization concepts along with any one of the software like tableau, d3-js.collaborate with other product teams and lead the product development and integration efforts..familiarity with relational databases and sql.3-5 years of experience in performing statistical data analysis such as linear models, multivariate analysis, stochastic models, sampling methods.extensive experience in algorithm design and machine learning on large datasets.proficiency and demonstrable skills using statistical or machine learning programming languages and packages (python, r, tensorflow, jupyter, tableau, nltk, keras, etc.)..preference would be given to those in the fields of study of data science, mathematics, statistics, economics, engineering and information management.",Sr. Data Scientist,India,SoulPage IT Solutions,IT Services,4202484713.0,Glassdoor,17.4114,78.4848,Hyderabad
1391,"Oct 21, 2019",ts-stat-selv72.<strong>optimiser la production des services tibco.</strong>.,STAGIAIRE DATA SCIENTIST H/F, France,Tibco,,4206814187.0,Glassdoor,48.0,0.2,Le Mans
1392,"Oct 21, 2019","leveraging machine learning algorithms to help passengers and drivers efficiently find the best blablacar carpool at the right price.contributing to pioneering research on experimentation in marketplaces with the goal to develop an efficient methodology for a/b testing.developing models to explain matching between passengers and drivers, crunching through massive geospatial and behavioral data sets.recommending and work with software engineers to implement real-time solutions to maximize millions of users chances of travelling with blablacar.as an experienced member in a team of 6 data scientists:
.challenging our data scientist toolbox, and proposing solutions to improve our data science pipelines.leading large-scale projects.mentoring other data scientists.have a minimum 4+ years of professional experience as a data scientist, building predictive machine learning models in production.pushed to production several ml based solutions and are familiar with retraining strategies.strong knowledge of machine learning theory, statistics and probabilities..fluent in sql, python, and perfect knowledge of main machine learning packages: scikit, xgboost, keras....have some experience applying data science techniques to geospatial data and pricing strategies is a plus.possess good communication skills: you are able to explain your models clearly to both analysts and decision makers. you are able to move beyond the status quo.be humble, structured, organized, motivated by innovation and a relentless doer.enjoy working as a team-player and are willing to train others, share and learn more everyday.be fluent in english.start: as soon as you are ready!.location: paris hq (remote friendly).a start-up spirit that fosters agility, teamwork and impact.challenging career opportunities in a high-growth and fast-paced environment.an inspiring working environment including state-of-the-art office spaces.free carpooling to live our value be the member.annual blablabreak which takes us all for an unforgettable weekend.bi-weekly blablatalks when we learn from each other.weekly tech demos.",Senior Data Scientist,France,BlaBlaCar,Internet,4192880817.0,Glassdoor,48.8667,2.3333,Paris
1394,"Oct 21, 2019"," work with the business stakeholders to identify data requirements.. model and frame business scenarios that are both meaningful and impact critical business processes and/or decisions.. effectively communicate complex technical data results to target audience.. parse and manipulate raw, complex data streams to prepare for loading into an analytical tool.. perform end-to-end data set identification, development, and implementation.. work with data analysts / technologists to support data collection, integration and retention requirements based on the input collected with the business.. gather and process data from the transmission, distribution, customer service, and eu service functions, and transform them into data products.. design and implement statistical data quality procedures around new data sources.. develop and implement data set processes and layout.. implement data formulation process, including identification of attributes, exploratory data analysis, data transformation, and temporal data structures.. perform statistical analyses with both new and existing data sets in statistical packages.. understand the use and ability to employ the appropriate algorithms to discover patterns.. apply best available practices for artificial intelligence and machine learning.. implement ongoing improvements to methods and algorithms that lead to findings, including new information.. guide /collaborate with data visualization technologists to visualize and report data findings creatively in a variety of visual formats that appropriately provide insights to the business.. ensure that the information used follows the compliance, access management and control policies of the organization..masters degree in data science, data analytics, statistics, computer science, mathematics or related field or bachelor's degree in data science, data analytics, statistics, computer science, mathematics or related field related fieldand 2 years of experience with data mining and statistical analysis..experience with predictive modeling and machine learning algorithms..able to understand various data structures and common methods in data transformation..experience with object-oriented programming languages such as python..knowledge of industry leading data quality and data protection management practices..proven ability to prioritize and execute tasks..highly self-motivated and directed with attention to detail..easily adapts to changing circumstances..able to understand business goals and strategic priorities..master's degree in data science, data analytics, statistics, computer science, mathematics or related field and 5 years experience with sas, etl, data processing, database programming and data analytics..extensive background in data mining and statistical analysis..able to understand various data structures and common methods in data transformation..experience with object-oriented programming languages such as python..knowledge of industry leading data quality and data protection management practices..proven ability to prioritize and execute tasks..highly self-motivated and directed with attention to detail..easily adapts to changing circumstances..able to understand business goals and strategic priorities..experience with predictive modeling and machine learning algorithms..knowledge of data governance practices, business and technology issues related to management of enterprise information assets, and approaches related to data protection..knowledge of data related government regulatory requirements and emerging trends and issues..five (5) years experience with sas, etl, data processing, database programming and data analytics..phd in in data science, data analytics, statistics, computer science, mathematics or related field..",Associate Data Scientist/Data Scientist, United States,PPL,Energy,4068153297.0,Glassdoor,40.6083,-75.4906,"Allentown, PA"
1400,"Oct 21, 2019","collaborate with product and business teams to understand all aspects of the problem.define the right target metrics that best represent the end-user value.apply knowledge of ml, statistics, and advanced mathematics to conceptualize, experiment and design an intelligent system.work with engineers to build the system end-to-end including big data pipelines and ensure the serving system is scalable and highly performant..a bachelors degree or a higher degree in computer science, statistics, mathematics or a related field..strong problem-solving and programming skills with a deep understanding of data structures and algorithms..solid understanding of mathematical underpinnings behind machine learning algorithms and proficiency in probability, statistics, linear algebra, calculus, and optimization..must have 2+ years of experience in ml with a proven record of successful ml projects with strong individual contribution.experience with nlp, distributed systems, large scale computing, big data technologies like hadoop and spark are plus..you have errors in applying.",Lead Software Engineer - Data Scientist,India,Freshworks,Internet,4193757386.0,Glassdoor,13.0503,80.1886,Chennai
1401,"Oct 21, 2019","master or phd in mathematics, statistics, computer science, engineering, operations research or any related field.a minimum of 4 years of working experience as a data scientist or in analytics.strong programming skills such as java and/or python.minimum of 2 years experience in machine learning.minimum of 2 years experience in team management.knowledge of statistical tools such sas, r, matlab, is required.professional experience in the energy sector is preferred.excellent communication and interpersonal skills.strong analytical competencies and excellent creative problem-solving skills.fluent in french and english.",Chief Data Scientist,Belgium,WeSmart,,3984803015.0,Glassdoor,50.8333,4.3333,Brussels
1403,"Oct 20, 2019",you like to tell a story with data and the latest ai technology..you want to have an impact on the bottom line of organisations..you like working for different clients and enjoy the excitement of regularly getting to learn new environments and know new people..,Senior Data Scientist,Luxembourg,Up-Starter,,4182008825.0,Glassdoor,49.6117,6.13,Luxembourg
1406,"Oct 20, 2019",you like to tell a story with data and the latest ai technology..you want to have an impact on the bottom line of organisations..you like working for different clients and enjoy the excitement of regularly getting to learn new environments and know new people..,Senior Data Scientist - ',Netherlands,Up-Starter,,4182062066.0,Glassdoor,51.7,5.3167,'s-Hertogenbosch
1407,"Oct 20, 2019","work with a team of applied scientists, data scientists and engineers that are building ai/ml scenarios in office 365..be customer-focused with a commitment to high quality end to end services through livesite and quality-first culture.work independently and collaboratively with other research and product teams across microsoft to build end-to-end intelligent experiences involving machine reading comprehension, enterprise knowledge base and knowledge graph systems, semantic experiences, etc..communicate complex topic to non-technical audiences.understand the implications of complex business, legal, and regulatory issues on technology and technical deliverables..collaborate inside and outside the team, and across remote development locations.have fun and learn new things.a phd, in computer science, applied mathematics, artificial intelligence, statistics or related subjects, or candidates with exceptional ml skills with a master's degree.understanding of state-of-the-art deep learning techniques, evidenced by a publication record in relevant conferences (e.g., neurips, iclr, icml, acl, emnlp, ) or product development..hands-on experience with current frameworks (e.g., tensorflow, nltk, cntk, pytorch, or dynet).practical experience and understanding in all the areas of the machine learning model life cycle.solid coding skills in any oop language.strong theory/algorithmic background and good understanding on how to apply advanced knowledge to solve real problems.prior experience on large scale data mining or internet-scale applications, will be a plus..",Senior Data & Applied Scientist,India,Microsoft,Computer Hardware & Software,4181383537.0,Glassdoor,17.4114,78.4848,"Hyderabad, Telangana"
1414,"Oct 20, 2019","apply machine learning/operations research/analytical techniques to address fc business needs, help cut operation cost, and optimize customer experiences.define problems, develop customized algorithms/models, and perform experimentation to provide actionable insights to stakeholders.mine and analyze fc domain data to identify improvement opportunities and drive improvement of fc operations.work with other functional teams to implement algorithms/models, and monitor outcomes.partner with stakeholders throughout the fc organization to identify opportunities for leveraging fc data to drive business solutions.masters or phds in statistics, operations research, cs or a quantitative discipline.3+ years of work experience in application of machine learning/or techniques to solve practical business problems. 5+ years of professional experience in such areas is preferred..programming experience using python/r/sql to manipulate data, develop algorithms/models, and draw insights from large data sets.strong analytical and problem solving skills.team player with a self-motivated and ""can-do"" attitude.ability to learn new techniques, and meet deadlines in a fast-moving environment.good communication skills in english, written and verbal; ability to present data and its implications in a clear and concise manner.knowledge of ecommerce fc operations.knowledge and experience with distributed data computing tools, such as hive, spark.knowledge and experience with java, c, c++.experience with data visualization tools, such as tableau, powerbi, etc.",Principal Data Scientist,China,Coupang,Internet,4182109929.0,Glassdoor,31.2222,121.4581,Shanghai
1416,"Oct 20, 2019","research into different types of data for the extraction of features to be implemented within the product..utilize statistical, machine-learning or other mathematical methodologies for the generation of specific models or analysis of data..process, clean, and verify the integrity of data used for analysis..work with internal and external teams to identify issues and offer data-driven solutions..4+ years prior experience as a data scientist- must.good scripting and programming skills in python- must .proficiency in using sql query language- must .advanced knowledge of statistics - ability to analyze data identify phenomena of interest and draw conclusions..",Senior Data Scientist,Israel,BioCatch,Enterprise Software & Network Solutions,4084224089.0,Glassdoor,32.0678,34.7647,Tel Aviv-Yafo
1418,"Oct 20, 2019",you like to tell a story with data and the latest ai technology..you want to have an impact on the bottom line of organisations..you like working for different clients and enjoy the excitement of regularly getting to learn new environments and know new people..,Senior Data Scientist,Netherlands,Up-Starter,,4182059829.0,Glassdoor,51.45,5.4667,Eindhoven
1419,"Oct 20, 2019",you like to tell a story with data and the latest ai technology..you want to have an impact on the bottom line of organisations..you like working for different clients and enjoy the excitement of regularly getting to learn new environments and know new people..,Senior Data Scientist,Spain,Up-Starter,,4182008798.0,Glassdoor,40.4893,-3.6827,Madrid
1427,"Oct 2, 2019",*additional resources are an employment business and an employment agency as defined within the conduct of employment agencies & employment businesses regulations 2003**.,Senior Data Scientist,United Kingdom,Additional Resources Ltd,,4202902615.0,Glassdoor,53.5018,-2.2823,Greater Manchester
1433,"Oct 19, 2019","development and research tasks will focus on acquiring and building innovative solutions to address problems in the supply chain space, such as demand forecasting, operations improvement or network optimization etc..project related work will focus on applying and deploying those solutions with major clients. this will go jointly with industry experts and project teams, while the data scientists role is to be an expert on the ground.the candidate will work on projects that require deep learning or reinforcement learning.marketing work will include preparation for publications, articles, and conferences.the concept, structure and technical implementation of the first fully-digital energy retailer in germany.setup of a business intelligence platform for customer value optimization at a leading automotive bank.potential analysis and use case definition for disruptive technologies for a globally leading bank.conducting primary and secondary research and identification of novel and practical solutions to complex issues.testing and putting those solutions into practice with day-to-day data science questions in an efficient and traceable fashion applicable to business problems.developing hypotheses; managing data collection, model creation and analyses; creatively tackling information limitations; and surfacing business insights.collaboration with consultants, including use of internal network effectively to provide technical expertise and guidance to projects.bachelors or masters degree in a quantitative discipline, e.g. mathematics, statistics, physics, computer science or engineering.previous experience in data science e.g. data science competitions, previous employments, academic research.strong analytics and communication skills.experience in advanced analytics and data manipulation - r, sql, python.experience to work effectively and collaboratively in a team, be independent and work under limited supervision and meet deadlines in a fast-paced environment.excellent command of english language (verbal and written).previous work experience in management or specialized consulting firm.previous experience in supply chain related position e.g. demand planning, procurement, operations planning.<strong><strong>self starters and free thinkers who work well in a team</strong></strong>.<strong>common aspiration, collective endeavour, shared success</strong>.<strong>straightforward, open, respectful interaction</strong>.<strong>opportunity without artificial barriers</strong>.<strong><strong>balanced lives</strong></strong>.",Oliver Wyman - Supply Chain Data Scientist,Germany,Oliver Wyman,Consulting,4060685355.0,Glassdoor,48.137,11.5755,Munich
1455,"Oct 18, 2019","develop innovative solutions for trend recognition using machine learning and advanced statistics.transform complex databases into relevant conclusions and recommendations.keep pace with new approaches and trends and use them in your own solutions.help maintain our data mining tools and platforms.make actionable recommendations based on the findings.work with other departments to promote the adoption of analytical principles within the organization.validate the quality of the analytical approach and project outputs of the other team members.your masters degree in a relevant discipline (mathematics, science, engineering, operational research, economics, statistics, ai, computer science or a related field).your 5 years of experience in the field of advanced statistics, data mining and text mining.a multi-platform production experience with the following commercial and open-source data mining frameworks: 


.open-source frameworks: r, python, github.expert-level understanding of the underlying theory of machine learning.expert-level understanding in either computer image analysis, natural language processing or artificial intelligence.your ability to focus on vaguely defined issues requiring the application of a creative approach.your strong communication, time management and work organization skills.",Senior data scientist (Montreal),Canada,Intact,Insurance Carriers,4165846043.0,Glassdoor,45.5,-73.5833,Montreal
1456,"Oct 18, 2019","bachelor's degree in computer science, mathematics, statistics, finance, related technical field, or equivalent work experience.relevant work experience in analytics, data engineering, business intelligence or related field..extensive experience in implementing big data processing technology: hadoop, apache spark, etc..experience using sql queries, experience in writing and optimizing sql queries in a business environment with large-scale, complex datasets.detailed knowledge of data warehouse technical architecture, infrastructure components, etl and reporting/analytic tools and environments.experience in data visualization software (tableau/qlikview) or open-source project.design, implement, and automate deployment of our distributed system for collecting and processing log events from multiple sources.design data schema and operate internal data warehouses and sql/nosql database systems.write extract-transform-load (etl) jobs and spark/hadoop jobs to calculate business metrics.own the design, development, and maintenance of ongoing metrics, reports, analyses, dashboards, etc. to drive key business decisions.monitor and troubleshoot operational or data issues in the data pipelines.drive architectural plans and implementation for future data storage, reporting, and analytic solutions.graduate degree in computer science, mathematics, statistics, finance, related technical field.strong ability to effectively communicate with both business and technical teams.demonstrated experience delivering actionable insights for a consumer business.proficiency with search technologies (elasticsearch and the elastic stack).coding proficiency in at least one modern programming language (python, ruby, java, etc).experience with aws technologies including redshift, rds, s3, emr.",Senior Data Engineer/Scientist,Poland,AMZN Dev Cntr Poland sp. z.o.o,,4190728419.0,Glassdoor,54.35,18.6667,Gdańsk
1457,"Oct 18, 2019","identify opportunities and validate factors that drive the acquisition & activation of users..design experiments and interpret results to bring quick and actionable insights to the table..lead, manage, and maintain best practices for rapid experimentation..uncover users needs using exploratory analysis, predictive modelling, and statistics..actively participate in hypothesis generation and driving product decisions..communicate findings with stakeholders, including senior management..collaborate with data scientists, analysts, ux designers, and product managers from local and global teams..be a contributing member of a global data community. coach and mentor more junior colleagues..3-5 years of experience in an analytical function applying insights/models and working with product/marketing teams..an m.sc. or ph.d. degree (e.g. economics, physics, computer science, statistics, or similar)..background and/or experience in marketing sciences is a plus..advanced knowledge in a/b testing and related statistical methods..experience using statistical models and ml for data exploration, predictive analysis, and causal inference..proficient at working with large data. good knowledge of sql. familiarity with hadoop, presto and/or spark is a plus. experienced in r and/or python..coaching or teaching experience is a plus..strong communicator and fluent in english..driven and demonstrating creativity and initiative..",Senior Data Scientist - Growth (f/m/d),Germany,eBay,Internet,4058751567.0,Glassdoor,52.5177,13.4055,Berlin
1462,"Oct 18, 2019","either i) a phd in computer science/bioinformatic/data science, or ii) an msc with at least 3 years relevant experience or iii) a bsc with at least 6 years experience..strong background in linux/unix.at least 2 years of proven hands-on experience deploying and maintaining complex, custom, multi-tiered application systems.experience with version control systems, including github or gitlab.skilled with scripting languages like python and with shell scripting in bash.excellent track record in software research, design and development and hands-on programming experience..experience in implementing continuous integration, delivery, and deployment pipelines (e.g. gitlab).ability to use a wide variety of open source technologies and cloud services.the candidate should be knowledgeable, highly motivated, creative, and collaborative..excellent verbal and written communication skills.excellent interpersonal and communication skills and an attention to detail..ability to work independently or as part of a team..a committment to maintain and develop personal and management skills by undertaking mandatory and other training as required..garda vetting and international police clearance check may form part of the selection process..validate requirements, deploy, and troubleshoot deployments of code and technologies;.experience of establishing a stable, reliable secure and high performing data platform is desirable;.establishing proactive monitoring and alerting capabilities exist for all components of the platform;.documenting sops, and perform knowledge transfer to others;.demonstrating experience with at least one of the following development languages java, perl, php or python;.demonstrating experience with container technologies such as docker;.working with code management tooling such as github / gitlab;.demonstrating experience with both linux and windows..carry out biostatistical and integrative analysis of different datasets e.g. microbiome, metabolomic and clinical metadata.prepare progress reports and presentations on company research activities and present data in company meetings as required..liaise with project team including clinical and research staff, to ensure timely processing of data to advance the research programme..maintain and manage all data in a safe and secure manner at all times..engage in appropriate training and professional development opportunities to develop research skills and competencies as required by the directors and site manager..participate in training as required to develop or augment core skill-sets..promote and maintain a positive teamwork environment..",Computational Data Scientist,Ireland,4D pharma Cork,,4179907651.0,Glassdoor,51.898,-8.4706,Cork
1464,"Oct 18, 2019","take our marketing to the next level by matching the right customer with the right advertisement on a large scale fully driven by technology and ai.create a holistic system of integrated machine learning algorithms to predict campaign success and optimize roi of our >100m  annual ad budget.create highly personalised marketing campaigns for example using deep learning for image mining and recommender systems.leverage 1000+ zalando data sources, apis from 100+ other zalando tech teams and add platform apis such as google and facebook.m.sc or phd (or comparative experience) in statistics, computer science, mathematics or other similar quantitative field.deep understanding of statistical / machine learning methods, applied in a commercial context. eagerness to broaden your area of expertise.experience with bringing machine learning models into production and fluency in python.skills in querying, analysis, and clustering of data and knowledge of how to set up monitoring and data quality assurance.culture of trust, empowerment and constructive feedback, open source commitment, meetups, game nights, 70+ internal technical and fun guilds, knowledge sharing through tech talks, internal tech academy and blogs, product demos, parties & events.competitive salary, employee share shop, 40% zalando shopping discount, discounts from external partners, centrally located offices, public transport discounts, municipality services, great it equipment, flexible working times, additional holidays and volunteering time off, free beverages and fruits, diverse sports and health offerings.extensive onboarding, mentoring and personal development opportunities and an international team of experts.relocation assistance for internationals, pme family service and parent & child rooms* (*available in select locations).",Senior Data Scientist - Personalized Marketing,Germany,Zalando,Internet,4137840498.0,Glassdoor,52.5177,13.4055,Berlin
1466,"Oct 18, 2019",this job role is located in singapore.,RADICALI - Data Scientist,Australia,TechSkills Accelerator,,4137200066.0,Glassdoor,0.0,0.0,Australia
1469,"Oct 18, 2019","research and select relevant technologies, approaches and implementations which solve a given business problem..build robust, well-engineered software systems that work within ripjars existing architecture..communicate the design of your system and how it works to other members of the engineering team, as well as the wider company and customers..a deep understanding of a range of machine learning techniques and other algorithms, which has been gained, for example, by pursuit of an advanced degree (msc or phd), or through significant experience of applying these techniques in industry..strong software engineering skills, proven through a period of industrial experience..good knowledge of python, particularly machine learning and data science libraries such as tensorflow, pytorch, scikit-learn, numpy and scipy..degree-level or greater in a stem subject (e.g. computer science, maths, physics)..excellent verbal and written communications skills..experience with large-scale data processing technologies such as spark and hdfs is also beneficial..youll work on challenging problems along with high-performing colleagues on some of the most interesting work in financial crime and cyber-security..25 days annual leave.company share scheme.private family healthcare.employee assistance programme.company pension.enhanced maternity/paternity pay.the latest technology to work with including a top of the range macbook pro.offices in cheltenham, london hammersmith and bristol, and the opportunity to work from home.free daily lunch, fruit and snacks.fun both in and out of the office, with regular whole company social events..",Machine Learning Engineer / Data Scientist,United Kingdom,Ripjar,Computer Hardware & Software,4101143555.0,Glassdoor,51.9,-2.0833,"Cheltenham, England"
1471,"Oct 18, 2019","do you have in depth understanding of ml and ai technologies?.do you want to apply and extend those skills to solve real world, complex problems with high societal impact; going beyond ml/ai for consumption and advertising?.conduct functional and technical analysis within ericsson organization and strategic customers to understand mi-driven business needs and opportunities..contribute to rapid and iterative development of high quality ml/ai applications. this includes working with petabytes of 4g/5g-networks, iot and exogenous data, and proposing/selecting/testing predictive models, recommendation engines, anomaly detection systems, statistical model, deep learning, reinforcement learning and other machine learning systems..conduct studies and find creative usage of new and/or existing data sources. work with data architects to leverage existing data models and build new ones, as needed..collaborate with product development teams and partners in ericsson businesses to industrialize machine learning models and solutions as part of ericsson offerings including providing source code, workflows and documents..work with new technologies and champion them in mi communities within ericsson..assist mi competence build-up in ericsson businesses and customer serving units..help to develop new and apply/extend existing, concepts, methodologies, techniques for cross functional initiatives..engage with external ecosystem (academia, technology leaders, open source etc.) to develop the skills and technology portfolio for mis needs..strong skills in machine learning especially techniques such as linear/logistic regression, bagging, bayesian model, neural networks, random forest, gradient boosting, hyperparameter optimization techniques etc..proven skills and track record (github, open source etc.) in the use of current state of the art machine learning frameworks such as keras, tensorflow, scikit-learn, h2o, spark etc. in developing ml/ai applications.experience of data wrangling and data munging, using big data technologies.strong analytical skills and ability to acquire new knowledge and apply it in the job.programming skills in various languages (c++, scala, java, r) with proficiency in python and/or c++.good communication skills in written and spoken english.creativity and ability to formulate problems and solve them independently.ability to develop and drive new ways of working, to produce deliverables in a more efficient way.msc, or phd in computer science, machine learning, computer engineering, mathematics, physics, or related field (e.g. applied mathematics/statistics).minimum 5 years of real world or research experience in data science.experience with data visualization and dashboard creation.certifying mi moocs, a plus.applications/domain-knowledge in telecommunication and/or iot, a plus..ability to build and nurture internal and external communities.experience in writing and presenting white papers, journal articles and technical blogs on the results.ability to work in a collaborative environment, i.e., working with complex multiple stakeholder business units, global customers, technology and other ecosystem partners in a multi-culture, global matrix organization with sensitivity and persistence.",Senior Data Scientist - Global AI Accelerator,Sweden,MetraTech Corp,Enterprise Software & Network Solutions,4179783753.0,Glassdoor,59.3333,18.05,Stockholm
1491,"Oct 18, 2019","use machine learning to eliminate advanced security threats - our models are built to detect anomalies in the intricacies of human-to-human communications.brainstorm ideas with your team and quickly mock up prototypes in jupyter notebooks.be thrown into the exciting unknown - we like to focus on new problems so there is little prior research to rely on.be responsible for getting your work into production (see here).work closely with the backend engineering team to deploy, monitor and iterate on your models.learn new technologies and help decide which should make it into our production stack.its important to us that all tessians are part of the journey were on, so we offer .a full week of work-remote a year, in addition to 25 days of paid holiday.flexible working hours and working from home.curate your career with development experiences uniquely suited to you.were family friendly, with policies built to support you in all stages of life.high-quality tech kit provided for you to work on including tessian anc headphones.if you're relocating to join the team, we'll provide a contribution to help with your costs.a plethora of breakfast options, delicious snacks, drinks and a top-of-the-range coffee machine.team lunch provided on fridays - normally with more hummus than you can shake a stick at.dinner budget for those times you just cant tear yourself away.elite membership of the tessian house system....on fridays we stop at 5 and share team updates and drinks.monthly team socials & a big, whole team extravaganza every quarter.never-ending ping-pong tournaments.",Senior Applied Data Scientist,United Kingdom,Tessian,Computer Hardware & Software,4152491595.0,Glassdoor,51.5,-0.1167,"London, England"
1495,"Oct 18, 2019","develop scalable solutions for transformer-related use cases for power & utilities customers.participate in intensive use case generation workshops with subject matter experts to understand the problem and how it maps to the data.perform data cleansing and exploratory data analysis.implement physical/empirical models in python and deploy to our model hosting environment.utilise and contribute to solution templates and best practices.experience from working in the power & utility space, specifically in the domain of power transformers.master of science in a quantitative field, phd preferred.8+ years of experience, of which 5 should be directly related to power transformers.extensive modelling experience of physical processes in the transformer domain.proficient in a programming language (python preferred).exceptional written and verbal communication skills.willing and motivated to travel.an opportunity to make an impact on the future of the power industry globally and be part of groundbreaking projects.high level of autonomy, ability to influence decisions and to learn from mistakes.a chance to join a young, engaging team of brilliant people.a flat company structure with a minimal amount of bureaucracy and direct access to company management.endless opportunities to develop skills and share knowledge.an open, friendly and diverse company culture.the worlds best team!.competitive compensation and benefits.free food and drinks.free staffed gym (we also do soccer practice every friday).",Senior Data Scientist - Power&Utilities,Norway,Cognite,Enterprise Software & Network Solutions,4160153734.0,Glassdoor,59.9,10.6,Lysaker
1501,"Oct 18, 2019","you are experienced with experimenting on different modelling techniques (supervised and unsupervised learning).you possess experience in fields of computer science, engineering, science, mathematics, statistics, psychology, economics and linguistics.you possess experience working with the modern software development cycle.you possess experience working with the scipy stack and keras (will be a plus).you are experienced in building web applications and cloud services (will be a plus).you are curious & analytical.you are a smart and hardworking individual who can work under pressure within a tight deadline.you are a team player.you are comfortable working with large amounts of data, facts figures.you are comfortable with number crunching.you are looking for growth opportunities as an early member of an ambitious startup.you have a demonstrated ability and aptitude to learn new things and contribute ideas.you will analyse time series data as well as news crawling / sentiment analysis engine for live customer projects supporting some of the largest players in the logistics and maritime industry. the purpose of this analytics engine is to help logistic asset owners improve their capacity utilisation and return on investments..you will be required to be an end-to-end data scientist..you will be required to understand business needs, develop a proof-of-concept, data collection, and productionising your data product..you will be required to understand the data requirements and provide relevant data visualisations, analysis, and insights..you will be required to develop data visualisation for data stories..you should be able to spot patterns and trends in data and propose solutions to respond to such trends and insights..you will be required to commit for a minimum of 3 months..this job role is located in singapore.",PortCast - Data Scientist,Australia,TechSkills Accelerator,,4137199552.0,Glassdoor,0.0,0.0,Australia
