,id,skill,type
42,4068153297.0,computer science mathematics,
43,4068153297.0,field bachelor degree data science data analytics statistics,
44,4068153297.0,computer science mathematics,
45,4068153297.0,field,
46,4068153297.0,2 years,
47,4068153297.0,data mining,
48,4068153297.0,statistical analysis experience,
49,4068153297.0,predictive,
50,4068153297.0,machine,
51,4068153297.0,algorithms,
52,4068153297.0,various data structures,
53,4068153297.0,common methods data transformation,
54,4068153297.0,object-oriented programming languages,
55,4068153297.0,python knowledge industry leading data quality data protection management practices,
56,4068153297.0,ability,
57,4068153297.0,tasks,
58,4068153297.0,attention detail,
59,4068153297.0,circumstances,
60,4068153297.0,business goals,
61,4068153297.0,strategic priorities,
62,4068153297.0,master degree data science data analytics statistics,
63,4068153297.0,computer science mathematics,
64,4068153297.0,field,
65,4068153297.0,5 years,
66,4068153297.0,sas etl data processing database programming data analytics,
67,4068153297.0,extensive background data mining,
68,4068153297.0,statistical analysis,
69,4068153297.0,various data structures,
70,4068153297.0,common methods data transformation experience,
71,4068153297.0,object-oriented programming languages,
72,4068153297.0,python knowledge industry leading data quality data protection management practices,
73,4068153297.0,ability,
74,4068153297.0,tasks,
75,4068153297.0,attention detail,
76,4068153297.0,changing circumstances,
77,4068153297.0,business goals,
78,4068153297.0,strategic priorities,
79,4068153297.0,predictive modeling machine,
80,4068153297.0,algorithms knowledge data governance practices,
81,4068153297.0,business technology issues,
82,4068153297.0,management enterprise information assets approaches,
83,4068153297.0,data protection knowledge data,
84,4068153297.0,government regulatory requirements,
85,4068153297.0,emerging trends issues,
86,4068153297.0,five 5 years,
87,4068153297.0,sas etl data processing database programming data analytics,
88,4068153297.0,phd data science data analytics statistics computer science mathematics,
0,4193757386.0,product business teams,
1,4193757386.0,aspects,
2,4193757386.0,right target metrics,
3,4193757386.0,end-user valueapply knowledge ml statistics,
4,4193757386.0,mathematics,
5,4193757386.0,experiment design,
6,4193757386.0,intelligent systemwork engineers,
7,4193757386.0,system end-to-end,
8,4193757386.0,big data pipelines,
9,4193757386.0,system,
10,4193757386.0,highly performant bachelors degree,
11,4193757386.0,higher degree computer science statistics,
12,4193757386.0,mathematics,
13,4193757386.0,field,
14,4193757386.0,strong problem-solving programming skills,
15,4193757386.0,deep understanding data structures algorithms,
16,4193757386.0,solid understanding,
17,4193757386.0,mathematical underpinnings,
18,4193757386.0,machine learning,
19,4193757386.0,algorithms,
20,4193757386.0,proficiency probability statistics,
21,4193757386.0,linear algebra calculus optimization,
22,4193757386.0,2 years,
23,4193757386.0,ml,
24,4193757386.0,record successful ml projects,
25,4193757386.0,strong individual contributionexperience nlp,
26,4193757386.0,systems,
27,4193757386.0,large scale computing,
28,4193757386.0,big data technologies,
29,4193757386.0,hadoop spark,
0,3984803015.0,master phd mathematics statistics,
1,3984803015.0,computer science engineering operations research,
2,3984803015.0,related fielda minimum 4 years,
3,3984803015.0,experience data scientist analyticsstrong programming skills,
4,3984803015.0,java andor pythonminimum,
5,3984803015.0,2 years,
6,3984803015.0,machine learningminimum,
7,3984803015.0,2 years,
8,3984803015.0,team managementknowledge statistical tools sas r matlab requiredprofessional experience energy sector preferredexcellent communication interpersonal skillsstrong analytical competencies,
9,3984803015.0,creative problem,
0,4182008825.0,story data,
1,4182008825.0,latest ai technology,
2,4182008825.0,impact bottom line organisations,
3,4182008825.0,different clients,
4,4182008825.0,excitement,
5,4182008825.0,new environments,
0,4182062066.0,story data,
1,4182062066.0,latest ai technology,
2,4182062066.0,impact bottom line organisations,
3,4182062066.0,different clients,
4,4182062066.0,excitement,
5,4182062066.0,new environments,
0,4181383537.0,work team,
1,4181383537.0,scientists data scientists engineers,
2,4181383537.0,aiml scenarios office 365 customer-focused commitment,
3,4181383537.0,high quality end end services,
4,4181383537.0,quality-first culturework,
5,4181383537.0,research product teams,
6,4181383537.0,microsoft,
7,4181383537.0,end-to-end intelligent experiences,
8,4181383537.0,machine reading comprehension enterprise knowledge base knowledge graph systems semantic experiences,
9,4181383537.0,complex topic non-technical,
10,4181383537.0,implications,
11,4181383537.0,complex business legal regulatory issues,
12,4181383537.0,technology technical deliverables,
13,4181383537.0,outside team,
14,4181383537.0,remote development locationshave,
15,4181383537.0,fun,
16,4181383537.0,new thingsa phd computer science,
17,4181383537.0,mathematics artificial intelligence statistics,
18,4181383537.0,related subjects candidates,
19,4181383537.0,exceptional ml skills,
20,4181383537.0,degreeunderstanding,
21,4181383537.0,state-of-the-art deep learning techniques,
22,4181383537.0,publication record,
23,4181383537.0,relevant conferences eg neurips iclr icml acl emnlp product development hands-on experience current frameworks,
24,4181383537.0,tensorflow nltk cntk pytorch dynet practical experience understanding areas machine,
25,4181383537.0,model life cyclesolid coding skills,
26,4181383537.0,languagestrong theoryalgorithmic background good understanding,
27,4181383537.0,advanced knowledge,
28,4181383537.0,real problemsprior experience,
29,4181383537.0,large scale data mining,
30,4181383537.0,internet-scale applications,
0,4182109929.0,machine learningoperations,
1,4182109929.0,researchanalytical techniques,
2,4182109929.0,fc business needs,
3,4182109929.0,cut operation cost optimize customer experiencesdefine problems,
4,4182109929.0,customized algorithmsmodels,
5,4182109929.0,experimentation,
6,4182109929.0,actionable insights,
7,4182109929.0,fc domain data,
8,4182109929.0,improvement opportunities,
9,4182109929.0,improvement fc operationswork,
10,4182109929.0,functional teams,
11,4182109929.0,algorithmsmodels,
12,4182109929.0,outcomespartner stakeholders,
13,4182109929.0,fc organization,
14,4182109929.0,opportunities,
15,4182109929.0,fc data,
16,4182109929.0,business solutionsmasters phds statistics operations research cs,
17,4182109929.0,quantitative discipline3 years,
18,4182109929.0,experience application machine learningor techniques,
19,4182109929.0,practical business problems,
20,4182109929.0,5 years,
21,4182109929.0,professional experience areas,
22,4182109929.0,programming experience,
23,4182109929.0,pythonrsql manipulate data,
24,4182109929.0,algorithmsmodels,
25,4182109929.0,insights,
26,4182109929.0,large data setsstrong,
27,4182109929.0,analytical problem,
28,4182109929.0,skillsteam player,
29,4182109929.0,self-motivated can-do attitudeability,
30,4182109929.0,new techniques,
31,4182109929.0,deadlines,
32,4182109929.0,fast-moving environmentgood communication skills,
33,4182109929.0,english written verbal ability,
34,4182109929.0,data implications,
35,4182109929.0,concise mannerknowledge ecommerce fc operationsknowledge experience,
36,4182109929.0,data computing tools,
37,4182109929.0,sparkknowledge experience java c,
38,4182109929.0,data,
39,4182109929.0,tools,
0,4084224089.0,different types data extraction features,
1,4084224089.0,product,
2,4084224089.0,statistical machine-learning mathematical methodologies,
3,4084224089.0,generation,
4,4084224089.0,specific models analysis data process,
5,4084224089.0,clean verify integrity data,
6,4084224089.0,analysis work,
7,4084224089.0,internal external teams,
8,4084224089.0,issues,
9,4084224089.0,data-driven solutions,
10,4084224089.0,4 years,
11,4084224089.0,prior experience data scientist-,
12,4084224089.0,mustgood scripting programming skills,
13,4084224089.0,sql query language,
14,4084224089.0,knowledge statistics,
15,4084224089.0,ability analyze,
16,4084224089.0,data,
17,4084224089.0,phenomena interest,
0,4182059829.0,story data,
1,4182059829.0,latest ai technology,
2,4182059829.0,impact bottom line organisations,
3,4182059829.0,different clients,
4,4182059829.0,excitement,
5,4182059829.0,new environments,
0,4182008798.0,story data,
1,4182008798.0,latest ai technology,
2,4182008798.0,impact bottom line organisations,
3,4182008798.0,different clients,
4,4182008798.0,excitement,
5,4182008798.0,new environments,
0,4202902615.0,additional resources,
1,4202902615.0,employment business employment agency,
2,4202902615.0,conduct employment agencies employment businesses regulations,
0,4060685355.0,development research tasks,
1,4060685355.0,building innovative solutions,
2,4060685355.0,problems,
3,4060685355.0,chain space demand forecasting,
4,4060685355.0,operations improvement network optimization etc project related work focus,
5,4060685355.0,solutions,
6,4060685355.0,major clients,
7,4060685355.0,industry experts project teams data scientists role expert groundthe candidate work projects,
8,4060685355.0,deep learning reinforcement learningmarketing work,
9,4060685355.0,preparation publications articles,
10,4060685355.0,concept structure technical implementation,
11,4060685355.0,first fully-digital energy retailer germanysetup business intelligence platform customer value optimization leading automotive bankpotential analysis use case definition disruptive technologies,
12,4060685355.0,primary secondary research identification novel practical solutions,
13,4060685355.0,solutions,
14,4060685355.0,day-to-day data science questions,
15,4060685355.0,efficient traceable fashion,
16,4060685355.0,applicable business problemsdeveloping hypotheses,
17,4060685355.0,data collection model creation analyses,
18,4060685355.0,information limitations,
19,4060685355.0,business insightscollaboration consultants,
20,4060685355.0,use internal network,
21,4060685355.0,technical expertise guidance projectsbachelors masters degree quantitative discipline eg mathematics statistics physics computer science engineeringprevious experience data science eg data science competitions,
22,4060685355.0,previous employments,
23,4060685355.0,academic researchstrong analytics communication skillsexperience,
24,4060685355.0,analytics data manipulation - r sql pythonexperience,
25,4060685355.0,team,
26,4060685355.0,independent work,
27,4060685355.0,limited supervision,
28,4060685355.0,deadlines,
29,4060685355.0,fast-paced environmentexcellent command english language verbal written previous work experience,
30,4060685355.0,management specialized consulting firmprevious experience supply chain related position eg demand,
31,4060685355.0,procurement operations,
32,4060685355.0,strong strong self starters,
33,4060685355.0,free thinkers,
34,4060685355.0,strong strong strong common aspiration,
35,4060685355.0,collective endeavour,
36,4060685355.0,success,
37,4060685355.0,strong strong straightforward open respectful interaction,
38,4060685355.0,strong strong opportunity,
39,4060685355.0,artificial barriers,
40,4060685355.0,strong strong strong balanced lives,
0,4165846043.0,innovative solutions trend recognition,
1,4165846043.0,machine,
2,4165846043.0,advanced statisticstransform,
3,4165846043.0,complex databases,
4,4165846043.0,relevant conclusions recommendationskeep pace,
5,4165846043.0,new approaches,
6,4165846043.0,trends,
7,4165846043.0,solutionshelp,
8,4165846043.0,data mining tools platformsmake,
9,4165846043.0,actionable recommendations,
10,4165846043.0,findingswork departments,
11,4165846043.0,adoption analytical principles,
12,4165846043.0,organizationvalidate quality analytical approach project outputs team membersyour masters degree relevant discipline mathematics science engineering operational research economics statistics,
13,4165846043.0,computer science,
14,4165846043.0,field,
15,4165846043.0,5 years,
16,4165846043.0,field advanced statistics data mining,
17,4165846043.0,text mininga,
18,4165846043.0,multi-platform production experience,
19,4165846043.0,commercial open-source data mining frameworks,
20,4165846043.0,open-source frameworks,
21,4165846043.0,r python githubexpert-level understanding,
22,4165846043.0,underlying theory machine learningexpert-level understanding,
23,4165846043.0,either computer image analysis,
24,4165846043.0,natural language processing,
25,4165846043.0,intelligenceyour ability focus,
26,4165846043.0,issues,
27,4165846043.0,application creative approachyour,
28,4165846043.0,communication,
0,4190728419.0,bachelor degree computer science mathematics statistics,
1,4190728419.0,technical field equivalent work experiencerelevant work experience analytics data engineering business intelligence,
2,4190728419.0,field,
3,4190728419.0,extensive experience,
4,4190728419.0,big data processing technology hadoop apache spark etc experience,
5,4190728419.0,sql queries experience,
6,4190728419.0,optimizing sql queries,
7,4190728419.0,business environment,
8,4190728419.0,large-scale complex datasetsdetailed knowledge data warehouse technical architecture infrastructure components,
9,4190728419.0,etl reportinganalytic tools environmentsexperience data visualization software tableauqlikview open-source projectdesign,
10,4190728419.0,automate deployment,
11,4190728419.0,system,
12,4190728419.0,processing log events,
13,4190728419.0,multiple sourcesdesign data schema,
14,4190728419.0,internal data warehouses,
15,4190728419.0,sqlnosql database systemswrite,
16,4190728419.0,extract-transform-load etl jobs sparkhadoop jobs,
17,4190728419.0,business metricsown design development maintenance,
18,4190728419.0,ongoing metrics reports,
19,4190728419.0,dashboards etc,
20,4190728419.0,key business decisionsmonitor,
21,4190728419.0,operational data issues,
22,4190728419.0,data pipelinesdrive,
23,4190728419.0,architectural plans implementation future data storage,
24,4190728419.0,analytic solutionsgraduate degree computer science mathematics statistics finance,
25,4190728419.0,technical fieldstrong ability,
26,4190728419.0,business technical teamsdemonstrated,
27,4190728419.0,experience,
28,4190728419.0,actionable insights,
29,4190728419.0,consumer businessproficiency search technologies,
30,4190728419.0,elastic stack coding proficiency least one modern programming language python ruby java etc experience aws technologies,
0,4058751567.0,opportunities,
1,4058751567.0,factors,
2,4058751567.0,acquisition activation users design experiments,
3,4058751567.0,results,
4,4058751567.0,quick actionable insights,
5,4058751567.0,table lead,
6,4058751567.0,best practices,
7,4058751567.0,rapid experimentation,
8,4058751567.0,users,
9,4058751567.0,exploratory analysis predictive modelling statistics,
10,4058751567.0,hypothesis generation driving product decisions,
11,4058751567.0,findings stakeholders,
12,4058751567.0,senior management,
13,4058751567.0,data scientists analysts ux designers,
14,4058751567.0,product managers,
15,4058751567.0,local global teams,
16,4058751567.0,member global data community coach mentor junior colleagues,
17,4058751567.0,3-5 years,
18,4058751567.0,analytical function,
19,4058751567.0,insightsmodels,
20,4058751567.0,productmarketing teams msc phd degree eg economics physics computer science statistics,
21,4058751567.0,similar background andor,
22,4058751567.0,marketing sciences,
23,4058751567.0,advanced knowledge ab,
24,4058751567.0,related statistical methods,
25,4058751567.0,statistical models ml data exploration predictive analysis causal inference proficient,
26,4058751567.0,large data,
27,4058751567.0,good knowledge sql familiarity hadoop presto andor spark,
28,4058751567.0,experienced r andor python coaching teaching experience,
29,4058751567.0,communicator,
0,4179907651.0,either phd computer sciencebioinformaticdata science ii msc least 3 years,
1,4179907651.0,relevant experience iii bsc least 6 years,
2,4179907651.0,strong background linuxunixat,
3,4179907651.0,least 2 years,
4,4179907651.0,hands-on experience,
5,4179907651.0,complex custom multi-tiered application systemsexperience version control systems,
6,4179907651.0,github gitlabskilled scripting languages,
7,4179907651.0,python shell scripting,
8,4179907651.0,bashexcellent track record software research design development hands-on programming experience experience,
9,4179907651.0,continuous integration delivery deployment pipelines,
10,4179907651.0,gitlab ability,
11,4179907651.0,wide variety open source technologies,
12,4179907651.0,candidate knowledgeable highly motivated creative collaborative excellent verbal written communication skillsexcellent interpersonal communication skills attention detail ability,
13,4179907651.0,independently,
14,4179907651.0,part team committment,
15,4179907651.0,personal management skills,
16,4179907651.0,mandatory training,
17,4179907651.0,garda,
18,4179907651.0,international police clearance check,
19,4179907651.0,part selection process,
20,4179907651.0,requirements deploy troubleshoot deployments code technologies,
21,4179907651.0,stable reliable secure high performing data platform,
22,4179907651.0,proactive monitoring,
23,4179907651.0,capabilities,
24,4179907651.0,components platform,
25,4179907651.0,sops,
26,4179907651.0,knowledge transfer others,
27,4179907651.0,experience least one,
28,4179907651.0,development languages,
29,4179907651.0,java perl php python,
30,4179907651.0,experience container technologies,
31,4179907651.0,docker,
32,4179907651.0,code management tooling github gitlab,
33,4179907651.0,experience linux windows,
34,4179907651.0,biostatistical integrative analysis,
35,4179907651.0,different datasets,
36,4179907651.0,microbiome metabolomic clinical metadataprepare progress,
37,4179907651.0,presentations company research activities,
38,4179907651.0,data company meetings,
39,4179907651.0,liaise project team,
40,4179907651.0,clinical research staff,
41,4179907651.0,timely processing data advance research programme,
42,4179907651.0,data,
43,4179907651.0,safe secure manner times,
44,4179907651.0,appropriate training professional development opportunities,
45,4179907651.0,research skills competencies,
46,4179907651.0,directors site manager,
47,4179907651.0,training,
48,4179907651.0,augment core skill-sets,
0,4137840498.0,marketing,
1,4137840498.0,next level,
2,4137840498.0,right customer right advertisement large scale,
3,4137840498.0,technology aicreate holistic system,
4,4137840498.0,machine learning,
5,4137840498.0,algorithms,
6,4137840498.0,campaign success,
7,4137840498.0,roi 100m annual ad budgetcreate,
8,4137840498.0,personalised marketing campaigns example,
9,4137840498.0,deep learning image mining recommender systemsleverage,
10,4137840498.0,1000 zalando data sources apis,
11,4137840498.0,100 zalando tech teams,
12,4137840498.0,platform apis google facebookmsc phd comparative experience statistics computer science mathematics,
13,4137840498.0,similar quantitative fielddeep,
14,4137840498.0,statistical machine,
15,4137840498.0,methods,
16,4137840498.0,commercial context eagerness,
17,4137840498.0,area expertiseexperience,
18,4137840498.0,machine,
19,4137840498.0,models,
20,4137840498.0,production fluency pythonskills,
21,4137840498.0,analysis clustering data knowledge,
22,4137840498.0,data quality assuranceculture trust empowerment constructive feedback,
23,4137840498.0,source commitment meetups,
24,4137840498.0,game nights,
25,4137840498.0,70 internal technical fun guilds knowledge,
26,4137840498.0,tech talks,
27,4137840498.0,internal tech academy blogs,
28,4137840498.0,product demos parties eventscompetitive salary employee share shop,
29,4137840498.0,40 zalando shopping discount discounts,
30,4137840498.0,external partners,
31,4137840498.0,offices,
32,4137840498.0,public transport discounts,
33,4137840498.0,municipality services,
34,4137840498.0,great equipment,
35,4137840498.0,flexible working times,
36,4137840498.0,additional holidays,
37,4137840498.0,time free beverages fruits,
38,4137840498.0,diverse sports health,
39,4137840498.0,personal development opportunities,
40,4137840498.0,international team expertsrelocation assistance internationals,
41,4137840498.0,family service parent child rooms,
0,4137200066.0,job role,
0,4101143555.0,research,
1,4101143555.0,relevant technologies,
2,4101143555.0,implementations,
3,4101143555.0,given business problem,
4,4101143555.0,robust well-engineered software systems,
5,4101143555.0,ripjars existing architecture,
6,4101143555.0,design system works,
7,4101143555.0,members engineering team,
8,4101143555.0,wider company customers,
9,4101143555.0,deep understanding range machine,
10,4101143555.0,techniques algorithms,
11,4101143555.0,example pursuit,
12,4101143555.0,advanced degree msc phd significant experience,
13,4101143555.0,techniques industry,
14,4101143555.0,strong software engineering skills,
15,4101143555.0,period industrial experience,
16,4101143555.0,good knowledge python,
17,4101143555.0,machine,
18,4101143555.0,data science libraries tensorflow pytorch scikit,
19,4101143555.0,scipy degree-level greater,
20,4101143555.0,subject eg computer science maths physics,
21,4101143555.0,excellent verbal written communications skills,
22,4101143555.0,large-scale data processing technologies,
23,4101143555.0,hdfs,
24,4101143555.0,beneficial youll work,
25,4101143555.0,problems,
26,4101143555.0,high-performing colleagues,
27,4101143555.0,interesting work,
28,4101143555.0,financial crime cyber-security,
29,4101143555.0,25 days,
30,4101143555.0,annual leavecompany share schemeprivate family healthcareemployee assistance programmecompany,
31,4101143555.0,maternitypaternity paythe latest technology work,
32,4101143555.0,top range macbook prooffices,
33,4101143555.0,london hammersmith bristol opportunity work,
34,4101143555.0,homefree daily lunch fruit snacksfun office,
0,4179783753.0,depth understanding,
1,4179783753.0,ml ai technologies,
2,4179783753.0,skills,
3,4179783753.0,real world complex problems,
4,4179783753.0,high societal impact,
5,4179783753.0,mlai consumption advertising,
6,4179783753.0,functional technical analysis,
7,4179783753.0,ericsson organization strategic customers,
8,4179783753.0,mi-driven business needs opportunities,
9,4179783753.0,rapid iterative development high quality mlai applications,
10,4179783753.0,petabytes,
11,4179783753.0,4g5g-,
12,4179783753.0,networks,
13,4179783753.0,iot exogenous data,
14,4179783753.0,predictive models,
15,4179783753.0,recommendation engines,
16,4179783753.0,anomaly detection systems,
17,4179783753.0,statistical model deep learning,
18,4179783753.0,reinforcement,
19,4179783753.0,machine,
20,4179783753.0,systems,
21,4179783753.0,studies,
22,4179783753.0,creative usage,
23,4179783753.0,new andor existing data sources,
24,4179783753.0,data architects leverage existing data models,
25,4179783753.0,new ones,
26,4179783753.0,product development teams partners,
27,4179783753.0,ericsson businesses,
28,4179783753.0,machine,
29,4179783753.0,models solutions,
30,4179783753.0,part ericsson offerings,
31,4179783753.0,source code workflows documents,
32,4179783753.0,new technologies,
33,4179783753.0,mi communities,
34,4179783753.0,ericsson,
35,4179783753.0,mi competence build-up ericsson businesses customer,
36,4179783753.0,units,
37,4179783753.0,new applyextend existing concepts methodologies techniques,
38,4179783753.0,functional initiatives,
39,4179783753.0,external ecosystem academia technology leaders,
40,4179783753.0,open,
41,4179783753.0,source etc,
42,4179783753.0,skills technology portfolio mis,
43,4179783753.0,strong skills machine,
44,4179783753.0,especially techniques,
45,4179783753.0,linearlogistic regression,
46,4179783753.0,bayesian model neural networks,
47,4179783753.0,random forest gradient,
48,4179783753.0,hyperparameter optimization techniques etc,
49,4179783753.0,skills,
50,4179783753.0,record github open source etc,
51,4179783753.0,current state art machine,
52,4179783753.0,frameworks keras tensorflow scikit,
53,4179783753.0,h2o spark etc,
54,4179783753.0,mlai applicationsexperience data,
55,4179783753.0,data,
56,4179783753.0,big data technologiesstrong,
57,4179783753.0,analytical skills ability,
58,4179783753.0,new knowledge,
59,4179783753.0,jobprogramming skills,
60,4179783753.0,various languages,
61,4179783753.0,java r proficiency python andor cgood communication skills,
62,4179783753.0,spoken englishcreativity ability,
63,4179783753.0,problems,
64,4179783753.0,independentlyability,
65,4179783753.0,drive,
66,4179783753.0,new ways,
67,4179783753.0,deliverables,
68,4179783753.0,efficient waymsc phd computer science machine,
69,4179783753.0,computer engineering mathematics physics related field eg,
70,4179783753.0,mathematicsstatistics,
71,4179783753.0,minimum 5 years,
72,4179783753.0,real world research experience data scienceexperience data visualization dashboard creationcertifying mi moocs plusapplicationsdomain-,
73,4179783753.0,knowledge telecommunication andor iot plus ability,
74,4179783753.0,nurture internal external communitiesexperience,
75,4179783753.0,white papers,
76,4179783753.0,journal articles,
77,4179783753.0,technical blogs resultsability work,
78,4179783753.0,collaborative environment ie,
79,4179783753.0,complex multiple stakeholder business units,
80,4179783753.0,global customers technology ecosystem partners,
0,4152491595.0,use machine,
1,4152491595.0,advanced security threats,
2,4152491595.0,models,
3,4152491595.0,detect anomalies intricacies,
4,4152491595.0,human-to-human communicationsbrainstorm ideas team,
5,4152491595.0,prototypes,
6,4152491595.0,jupyter notebooksbe,
7,4152491595.0,exciting unknown - like focus,
8,4152491595.0,new problems,
9,4152491595.0,little prior research,
10,4152491595.0,onbe,
11,4152491595.0,work production,
12,4152491595.0,work,
13,4152491595.0,engineering team deploy,
14,4152491595.0,iterate modelslearn new technologies,
15,4152491595.0,production stackits,
16,4152491595.0,part journey,
17,4152491595.0,full week work-remote year addition,
18,4152491595.0,25 days,
19,4152491595.0,holidayflexible working hours,
20,4152491595.0,homecurate career development experiences,
21,4152491595.0,youwere family friendly policies,
22,4152491595.0,support stages,
23,4152491595.0,lifehigh-quality tech kit,
24,4152491595.0,work,
25,4152491595.0,tessian anc headphonesif relocating join team,
26,4152491595.0,contribution help costsa plethora breakfast options,
27,4152491595.0,delicious snacks drinks,
28,4152491595.0,top-of-the-range coffee machineteam lunch,
29,4152491595.0,fridays,
30,4152491595.0,hummus shake,
31,4152491595.0,atdinner budget times cant,
32,4152491595.0,awayelite membership tessian house system fridays,
33,4152491595.0,5 share team updates,
34,4152491595.0,drinksmonthly team socials,
35,4152491595.0,big whole team extravaganza,
0,4160153734.0,scalable solutions,
1,4160153734.0,transformer-related use cases power utilities,
2,4160153734.0,intensive use case generation workshops,
3,4160153734.0,subject matter experts,
4,4160153734.0,problem maps dataperform data,
5,4160153734.0,exploratory data analysisimplement,
6,4160153734.0,physicalempirical models,
7,4160153734.0,python deploy model,
9,4160153734.0,solution templates,
10,4160153734.0,best practicesexperience,
11,4160153734.0,power utility space,
12,4160153734.0,domain power transformersmaster science quantitative field phd,
13,4160153734.0,preferred8 years,
14,4160153734.0,5,
15,4160153734.0,power transformersextensive modelling experience,
16,4160153734.0,physical processes,
17,4160153734.0,transformer domainproficient programming language python,
18,4160153734.0,exceptional written verbal communication skillswilling,
19,4160153734.0,motivated travelan opportunity,
20,4160153734.0,impact,
21,4160153734.0,future power industry,
22,4160153734.0,part,
23,4160153734.0,projectshigh level autonomy ability influence decisions,
24,4160153734.0,mistakesa chance,
25,4160153734.0,young engaging team brilliant peoplea,
26,4160153734.0,flat company structure,
27,4160153734.0,minimal amount bureaucracy direct access company managementendless opportunities,
28,4160153734.0,skills,
29,4160153734.0,knowledgean open friendly diverse company culturethe,
30,4160153734.0,worlds,
31,4160153734.0,team,
32,4160153734.0,competitive compensation benefitsfree food drinksfree,
33,4160153734.0,gym,
34,4160153734.0,soccer practice,
0,4137199552.0,different modelling techniques,
1,4137199552.0,experience fields computer science engineering science mathematics statistics,
2,4137199552.0,psychology economics linguisticsyou,
3,4137199552.0,experience,
4,4137199552.0,modern software development cycleyou,
5,4137199552.0,experience,
6,4137199552.0,scipy stack keras,
7,4137199552.0,web applications,
8,4137199552.0,cloud services,
9,4137199552.0,curious analyticalyou smart hardworking individual work pressure,
10,4137199552.0,tight deadlineyou team playeryou,
11,4137199552.0,large amounts data facts,
12,4137199552.0,comfortable number crunchingyou,
13,4137199552.0,growth opportunities,
14,4137199552.0,early member ambitious startupyou,
15,4137199552.0,ability aptitude,
16,4137199552.0,new things,
17,4137199552.0,ideasyou,
18,4137199552.0,time series data,
19,4137199552.0,news crawling sentiment analysis engine,
20,4137199552.0,customer projects,
21,4137199552.0,largest players,
22,4137199552.0,logistics maritime industry purpose analytics engine,
23,4137199552.0,logistic asset owners,
24,4137199552.0,capacity utilisation return investments,
25,4137199552.0,end-to-end data scientist,
26,4137199552.0,business needs,
27,4137199552.0,proof-of-concept data collection productionising,
28,4137199552.0,data product,
29,4137199552.0,data requirements,
30,4137199552.0,relevant data visualisations analysis insights,
31,4137199552.0,data visualisation data stories,
32,4137199552.0,patterns trends data,
33,4137199552.0,solutions,
34,4137199552.0,trends insights,
35,4137199552.0,minimum 3 months,
36,4137199552.0,job role,
0,4207725297.0,jobscore online network,
1,4207725297.0,people jobs,
2,4207725297.0,1000 employers,
3,4207725297.0,jobscore,
4,4207725297.0,process,
5,4207725297.0,1m job applications,
6,4207725297.0,year behalf jobscore,
7,4207725297.0,san francisco ca sports fans team,
8,4207725297.0,help customers,
9,4207725297.0,better hiring people,
10,4207725297.0,lives,
11,4207725297.0,jobscore,
12,4207725297.0,people opportunities job,
13,4207725297.0,product,
14,4207725297.0,better connections,
15,4207725297.0,100 ownership data science initiatives,
16,4207725297.0,culture balances,
17,4207725297.0,practicality rigor drive data,
18,4207725297.0,decision,
19,4207725297.0,practices,
20,4207725297.0,organization author measure tune algorithms,
21,4207725297.0,awesome user experiences,
22,4207725297.0,role meek,
23,4207725297.0,every project,
24,4207725297.0,high level concept reality,
25,4207725297.0,opportunities improvement roll sleeves,
26,4207725297.0,drive team effort yields,
27,4207725297.0,amazing results,
28,4207725297.0,san francisco ca balance work-life life-life,
29,4207725297.0,big impact,
30,4207725297.0,skilled friendly brazilian team coach mentor team members,
31,4207725297.0,tactical execution,
32,4207725297.0,team commitments,
33,4207725297.0,theories,
34,4207725297.0,sales marketing product finance operations,
35,4207725297.0,customer success teams,
36,4207725297.0,new opportunities,
37,4207725297.0,strategic bets,
38,4207725297.0,calculated risks,
39,4207725297.0,big swings,
40,4207725297.0,success failure,
41,4207725297.0,data models metrics,
42,4207725297.0,analytical frameworks roadmaps team,
43,4207725297.0,short-term long-term requirements,
44,4207725297.0,practical trade offs,
45,4207725297.0,share digestible context employees,
46,4207725297.0,better decisions,
47,4207725297.0,time,
48,4207725297.0,load hack sql,
49,4207725297.0,hypotheses design tests,
50,4207725297.0,tests,
51,4207725297.0,data train algorithms tune algorithms,
52,4207725297.0,present findings,
53,4207725297.0,patterns narrow focus,
54,4207725297.0,recommendations,
55,4207725297.0,rinse repeat things,
56,4207725297.0,epicly,
57,4207725297.0,4 years,
58,4207725297.0,data science leadership experience,
59,4207725297.0,product managers analysts software engineers,
60,4207725297.0,continuous experimentation cycle formal computer science training coding experience domain experience,
61,4207725297.0,human resources,
62,4207725297.0,staffing hands,
63,4207725297.0,current data,
64,4207725297.0,ruby rails postgresql aws redshift elasticsearchexperience machine,
65,4207725297.0,tools,
66,4207725297.0,apache spark jupyter notebook scikit-learn pandas keras tensorflowexperience,
67,4207725297.0,insights,
68,4207725297.0,large data sets,
69,4207725297.0,data visualization tool,
70,4207725297.0,matplotlib seaborn bokeh d3hands,
71,4207725297.0,commercial experience approaches,
72,4207725297.0,future,
73,4207725297.0,probability inference neural networks,
74,4207725297.0,intelligence,
75,4207725297.0,analysis,
0,4208835490.0,singapore citymsc phd level field computer science machine,
1,4208835490.0,statistics mathematicsexperience statistical modelling machine,
2,4208835490.0,techniquesprogramming experience least two following languages,
3,4208835490.0,r python scala sqlexperience,
4,4208835490.0,data science methods business problemsexperience,
5,4208835490.0,advanced analytical statistical methods,
6,4208835490.0,commercial worldgood presentation communication skills ability,
