,skill,id
3776,server side programming,1
4109,systems strategy,1
4105,systems data,1
3264,profiles,1
3263,professionalism,1
3262,professional work,1
3261,professional skills development,1
4107,systems evaluation,1
4108,systems libraries,1
3259,professional qualifications,1
3644,scalable data analytics,1
3258,professional programming,1
3257,professional presentations,1
3256,professional ethics,1
3718,secure,1
0,'s,1
2868,operation,1
890,conference,1
934,content optimization,1
935,contextual targeting,1
936,continuing education,1
937,continuing education policy,1
942,continuous learning,1
943,contracting,1
944,control,1
945,control theory,1
946,controlling,1
947,conversational,1
948,conversational agents,1
949,conversational ai,1
950,conversational interface,1
953,conversion probabilities,1
956,convolutional nns,1
964,corporate databases,1
965,correlation,1
966,correlative,1
967,cost classification,1
968,cost modeling,1
970,coursework,1
971,cpg,1
973,crawling,1
932,content creation,1
929,containerization technologies,1
927,containerised deployment,1
913,consulting staff,1
895,conflict resolution,1
897,consistency,1
898,consistent media taxonomy,1
899,constituency and,1
904,construction,1
905,construction data,1
906,constructive,1
909,consultative,1
910,consultative acumen,1
911,consultative skills,1
914,consumer analytics,1
926,containerisation,1
915,consumer electronics,1
916,consumer experiences,1
917,consumer lifecycle management,1
918,consumer product & retail,1
919,consumer products,1
920,consumer satisfaction,1
921,consumer surveys,1
922,container based services,1
924,container technologies,1
925,container technology,1
974,create,1
975,create insights,1
976,creating,1
1037,customer care data,1
1020,ct,1
1021,cuisine,1
1027,customer analysis,1
1029,customer application,1
1031,customer behavior analyses,1
1032,customer behavior analysis,1
1033,customer behavioral analytics,1
1034,customer behavioral clustering,1
1035,customer behaviour,1
1036,customer behaviours,1
1038,customer centric,1
1016,cryptographic,1
1040,customer data privacy,1
1044,customer improvement,1
1047,customer interaction,1
1048,customer journey optimisation,1
1050,customer lifecycle,1
1051,customer ltv,1
1052,customer preference,1
1053,customer presentations,1
1054,customer problem,1
1056,customer requirements,1
1019,csuite,1
1014,cross-lingual alignment/,1
977,creating forecasts,1
997,credit risk models,1
978,creating insights,1
981,creative mindset,1
982,creative problem solver,1
984,creative solutions,1
987,creatively visualize,1
990,credit,1
992,credit risk insights,1
993,credit risk management,1
994,credit risk model,1
996,credit risk modelling,1
998,credit risk technologies,1
1013,cross-device graph,1
999,credit score modelling,1
1000,credit scoring,1
1001,crf,1
1002,critical analysis,1
1005,critique,1
1007,crop placement,1
1008,cross,1
1009,cross & up sell,1
1011,cross-analyze data,1
1012,cross-channel spend allocation,1
894,configuring,1
889,conditional probability,1
1058,customer retention,1
886,conceptualize analyses,1
756,code repository,1
761,codebases,1
762,codes,1
765,coding practices,1
766,coding processes,1
767,coding skills,1
770,cognitive analytics,1
771,cognitive performance,1
772,cognitive science,1
773,cognitive services,1
775,cognitive systems,1
776,cognos bi,1
777,cohort analysis,1
784,collaborative mind-set,1
785,collaborative mindset,1
786,collaborative technical,1
787,collaborative work,1
791,collegial,1
792,color balance,1
793,column stores,1
794,columnar data warehouse,1
795,combining,1
797,command-line,1
755,code quality,1
754,code management,1
753,code libraries,1
724,cloud applications,1
710,clinical development process,1
711,clinical implementation,1
712,clinical insights,1
713,clinical practice,1
716,clinical science,1
717,clinical studies,1
718,clinical supply chain management,1
720,clojure,1
722,cloud administration,1
723,cloud analytics infrastructure,1
725,cloud architect,1
746,clustering algorithms,1
726,cloud components,1
727,cloud composer/,1
730,cloud engineering,1
732,cloud ml,1
735,cloud solutions,1
738,cloud technology,1
739,cloud-,1
740,cloud-based applications,1
741,cloud-plattformen,1
742,cloudera,1
799,commercial data,1
800,commercial management,1
801,commercial production databases,1
869,computer vision paradigms,1
852,computer applications,1
853,computer computer science,1
854,computer concepts,1
856,computer gaming,1
858,computer languages.,1
863,computer simulation,1
864,computer skills,1
865,computer software,1
866,computer validation,1
868,computer vision development,1
870,computer vison,1
850,compute,1
871,computerized data management,1
872,computerized information systems,1
874,computing framework,1
875,computing normals,1
876,computing performance statistics,1
878,computing systems,1
879,concept,1
880,concept extraction,1
883,conceptual,1
884,conceptual thinking,1
851,compute infrastructure,1
848,computational solutions,1
802,commercial strategies,1
824,competitive advantages,1
803,commercialization,1
805,commission,1
807,communicated,1
809,communicatieve,1
815,communicative mindset,1
818,company policy,1
820,compare,1
821,comparing,1
822,compass,1
823,competencies,1
825,competitor intelligence,1
847,computational social science,1
831,compliance audits,1
832,computability,1
834,computation cluster,1
836,computational analysis,1
838,computational engineering,1
839,computational linguistic,1
840,computational linguistic theory,1
844,computational optimisation,1
845,computational packages,1
846,computational performance,1
1057,customer research,1
1060,customer segmentation models,1
707,clinical data analysis,1
1282,data-,1
1324,database modelling,1
1326,database query languages,1
1327,database querying,1
1328,database release,1
1329,database schema,1
1330,database set-up,1
1332,database structure,1
1333,database study designs,1
1338,databricks notebooks,1
1340,dataflow & beam,1
1341,datalab,1
1342,datalake,1
1343,datarobot,1
1344,datascience,1
1348,datastore,1
1349,datavisualisation,1
1350,dataviz,1
1351,datos,1
1353,de-codification,1
1354,deadlines,1
1356,debug,1
1361,decision makers,1
1363,decision modelling,1
1321,database integration,1
1318,database architectures,1
1317,database applications,1
1300,data-drivenness,1
1284,data-based insights,1
1285,data-centric,1
1286,data-cleaning,1
1289,data-driven analysis,1
1290,data-driven applications,1
1291,data-driven decision making,1
1293,data-driven development,1
1294,data-driven insight,1
1297,data-driven solutions,1
1299,data-driven systems,1
1301,data-fueled solutions,1
1315,data.,1
1302,data-informed mindset,1
1304,data-led,1
1305,data-minded,1
1306,data-modeling,1
1307,data-modelling,1
1309,data-oriented programming languages,1
1310,data-processing,1
1312,data-sets,1
1313,data-structures,1
1314,data-visualization,1
1364,decision process,1
1367,decision strategies,1
1368,decision support,1
1429,descriptive analytic,1
1416,departmental procedures,1
1417,departments,1
1418,dependency parsers,1
1420,deployable,1
1422,deploying code,1
1423,deploying models,1
1425,deployment methods,1
1426,deployment pipelines,1
1427,descriptive,1
1428,descriptive analysis,1
1432,design algorithms,1
1412,democratize data,1
1433,design data frames,1
1434,design domain-driven,1
1435,design domain-driven event models,1
1438,design planning,1
1439,design principles,1
1440,design processes,1
1441,design quality,1
1443,design thinking methods,1
1444,design-thinking,1
1445,designed,1
1415,dendrograms,1
1411,demand/supply planning,1
1371,decision tree models,1
1392,deep-dive analysis,1
1374,decisioning,1
1376,deduplication/,1
1378,deep belief networks,1
1379,deep data analysis,1
1381,deep learning algorithm,1
1384,deep learning data,1
1386,deep learning libraries,1
1388,deep learning.,1
1389,deep neural network architectures,1
1391,deep reinforcement learning,1
1393,deeplearning4j,1
1410,demand/,1
1394,delegating,1
1399,delivering insights,1
1401,delivery data,1
1402,delivery logic,1
1403,delivery methods,1
1404,delivery models,1
1405,delivery organization,1
1406,demand,1
1408,demand modelling,1
1409,demand planning,1
1283,data-analytics,1
1280,data workflow,1
1064,customer stories,1
1278,data warehousing infrastructure,1
1120,data crunching,1
1121,data curation,1
1122,data dashboards,1
1123,data delivery,1
1124,data design,1
1127,data distributions,1
1128,data domains,1
1129,data driven,1
1130,data driven insights,1
1131,data ecosystem,1
1133,data environment,1
1134,data etl,1
1140,data formats,1
1141,data formulation,1
1143,data fusion,1
1149,data infrastructures,1
1152,data insight,1
1154,data instrumentation,1
1156,data integrator,1
1158,data interpretation,1
1159,data interrogation technologies,1
1160,data intuition,1
1163,data lifecycle,1
1119,data creation,1
1118,data craft,1
1117,data conformance strategy,1
1091,data acquisitions,1
1067,customer support experience,1
1068,customer value optimization,1
1070,customer-interfacing,1
1071,customization,1
1073,cyber-security,1
1074,cybernetics,1
1076,cypher,1
1079,dart,1
1083,dashboard development,1
1084,dashboarding,1
1094,data analysis libraries,1
1116,data conceptualization,1
1095,data analysis model,1
1096,data analysis structures,1
1097,data analytic,1
1098,data analytical,1
1106,data browsing,1
1107,data carpentry,1
1108,data cataloguing,1
1109,data center,1
1110,data centric,1
1113,data clustering,1
1164,data linkage,1
1165,data logging,1
1167,data management systems,1
1249,data storytelling,1
1216,data quality metrics.,1
1218,data re-structuring,1
1221,data resources,1
1222,data review,1
1225,data science applications,1
1227,data science innovation,1
1231,data science services,1
1232,data science strategy,1
1236,data segmentation,1
1245,data st,1
1252,data streams,1
1213,data qa,1
1255,data structures.,1
1256,data summarization,1
1258,data tables,1
1259,data team,1
1261,data testing,1
1262,data tools,1
1264,data transformations,1
1265,data understanding,1
1271,data visualization software,1
1273,data vizualisations,1
1215,data quality assurance,1
1211,data protection management,1
1169,data mapping,1
1190,data platforms,1
1170,data marts,1
1172,data methods,1
1174,data mining algorithms,1
1175,data mining theory,1
1177,data model design,1
1180,data modelling technologies,1
1181,data modelling/,1
1187,data piping,1
1188,data planning,1
1189,data platform,1
1191,data pre-processing tools,1
1209,data projects,1
1192,data prep,1
1196,data problems,1
1199,data processing language,1
1200,data processing pipelines,1
1201,data processing software,1
1202,data processing systems,1
1203,data processing technologies,1
1204,data product,1
1207,data programming,1
1208,data project management,1
708,clinical data management,1
706,clinical collaboration,1
2866,operating model,1
194,analytical mindset,1
242,anaphora,1
243,animation,1
244,annotated code,1
245,annotation,1
246,anomalies,1
249,apache,1
250,apache airflow,1
253,api integration,1
255,app,1
256,applicablepharma,1
259,application integration,1
260,application.,1
265,applied calculus,1
266,applied customer,1
268,applied machine learning,1
271,applied maths,1
272,applied physics,1
276,appropriate testing,1
277,apps,1
279,arcgis,1
280,architect,1
283,architectural design,1
284,architectural plans,1
239,analyzes,1
237,analyze web scale data,1
234,analytics-driven,1
218,analytical/,1
196,analytical model development,1
199,analytical operations,1
201,analytical platforms,1
203,analytical problems,1
205,analytical products,1
206,analytical programming language,1
208,analytical reports,1
211,analytical strategies,1
213,analytical technologies,1
215,analytical thinker,1
219,analytically curious,1
233,analytics).,1
220,analyticalmethods,1
223,analytics architecture,1
224,analytics data,1
225,analytics implementation,1
227,analytics methods,1
228,analytics models,1
229,analytics notebooks,1
230,analytics platforms,1
231,analytics services,1
232,analytics technologies,1
287,architecture design,1
288,architecture.,1
290,archive,1
347,automated machine learning,1
336,automate scoring,1
337,automated algorithms,1
339,automated anomaly detection systems,1
340,automated classification,1
341,automated data collection,1
342,automated data extraction,1
343,automated data pipelines,1
344,automated data workflows,1
345,automated document generation,1
346,automated job,1
349,automated recommendations,1
332,authoring,1
350,automated testing,1
351,automated tools,1
352,automatic classification,1
355,automating analysis,1
357,automation technologies,1
358,automation.,1
359,automations,1
360,automatization,1
361,automatize analysis,1
362,automl,1
334,autocad,1
331,audit services,1
291,arithmetic,1
311,asset pricing,1
292,articles,1
295,articulation,1
296,artifact,1
299,artificial intelligence models,1
301,asian languages,1
302,ask questions,1
303,assembly,1
305,assess impact,1
306,assessing risk,1
310,asset management business,1
312,asset protection,1
328,audience segmentation,1
313,asset qualifications,1
314,assets,1
315,assignment,1
316,association,1
317,association rule mining,1
320,assurance,1
321,astigan,1
323,attention to detail..,1
325,attribute generation,1
326,attributes,1
195,analytical model,1
193,analytical mind-set,1
364,automotive data,1
189,analytical machine learning,1
50,ad hoc data extract,1
51,ad hoc reporting,1
53,ad metrics,1
54,ad spend,1
57,ad-hoc,1
62,adapting,1
63,administer,1
64,administrating,1
65,administration,1
69,advanced computing,1
70,advanced functions,1
72,adversarial networks,1
76,advisory services,1
77,advocacy,1
78,advocate,1
80,affiliates,1
81,agent-based modelling,1
86,agile approach,1
88,agile delivery methods,1
89,agile delivery process,1
91,agile development mindset,1
92,agile engineering,1
96,agile methods,1
47,activity,1
45,active asset allocation,1
41,action plans,1
14,-world,1
3,-level,1
4,-making,1
5,-motivation,1
6,-omics,1
7,-planck methodologies,1
8,-pong,1
10,-scientist,1
11,-seq,1
12,-solving,1
13,-waste-,1
16,2d,1
37,achievement,1
18,3d,1
20,a/b,1
22,ab testing,1
23,abap,1
24,abstract modeling,1
25,acceleration time series,1
29,access protocols,1
30,account management,1
34,accounting principles,1
36,accuracy.,1
97,agile principles,1
98,agile procedures,1
101,agile software processes,1
168,analytic functions,1
147,ambitious mindset,1
150,analyse matching,1
152,analysed,1
157,analysis algorithms,1
158,analysis pipelines,1
159,analysis ratios,1
160,analysis services,1
161,analysis software,1
162,analysis techniques,1
166,analyst notebook,1
170,analytical activities,1
144,alignment,1
171,analytical applications,1
173,analytical batch processing,1
177,analytical competencies,1
178,analytical data processing,1
179,analytical data stores,1
180,analytical datasets,1
181,analytical design,1
182,analytical development,1
185,analytical expertise,1
187,analytical function,1
145,alternative,1
142,algorithms).,1
102,agile structure,1
117,ai solutions,1
104,agile workspace design,1
105,agile/,1
106,agiler,1
107,agriculture,1
109,ai algorithms,1
110,ai architectures,1
111,ai driven,1
112,ai literacy,1
113,ai methods,1
116,ai procedures,1
119,ai-driven,1
141,algorithms operations,1
122,alcance,1
123,alerting,1
128,algorithm performance metrics,1
129,algorithm programming,1
130,algorithmes,1
132,algorithmic coding,1
136,algorithmic r&d,1
137,algorithmic research,1
139,algorithms development,1
140,algorithms implementation,1
363,automotive,1
366,automotive spice,1
704,clients,1
528,business cycle,1
578,business understanding,1
580,business-,1
581,business-like,1
582,business.,1
583,businesses,1
585,businesss data,1
586,businesss strategies,1
588,c derivatives,1
590,c#.,1
591,c#/++,1
596,cafee,1
602,calculating,1
603,calculation,1
605,calibrating response models,1
606,calibration,1
607,campaign analytics,1
608,campaign management,1
609,campaign optimization,1
611,capabilities,1
612,capacity planning,1
614,capital ratios,1
615,captioning,1
618,career development,1
577,business thought leadership,1
576,business systems analysis,1
575,business systems,1
553,business models,1
534,business discovery,1
535,business english,1
537,business flow,1
538,business functions,1
539,business governance,1
540,business health,1
543,business information systems,1
546,business intelligent,1
549,business leadership,1
550,business management,1
555,business operation,1
570,business recommendation,1
556,business operations,1
557,business partners,1
559,business performance improvement,1
560,business performance metrics,1
562,business plan,1
563,business planning,1
565,business process analysis,1
566,business process improvement,1
568,business products,1
569,business proposals,1
620,case,1
624,catalog quality,1
625,categorization,1
685,cleanup,1
667,ci/cd,1
668,ci/cd pipeline,1
669,ciencia,1
671,claims data,1
672,classical regression,1
673,classificatie,1
675,classification algorithms,1
677,classifiers,1
678,classify,1
684,cleansing data,1
688,clementine,1
665,churn rates,1
689,clever,1
690,clickstream data,1
691,clickstream diagram,1
692,client demands,1
693,client facing,1
694,client impact,1
698,client relationship building,1
699,client relationship management,1
702,client services,1
703,client systems,1
666,ci,1
664,churn prevention,1
627,causal attribution,1
646,channel management,1
628,causal forecasting,1
630,causal inference methods,1
631,causal inference.motivation,1
632,causal modelling,1
634,cause,1
635,causes,1
636,ccd,1
637,cd,1
640,certifications,1
641,chain,1
647,characterization,1
663,churn prediction model,1
648,charting,1
650,chatbot,1
652,chem,1
653,chemical,1
654,chemical development,1
657,choice,1
658,choice architecture,1
659,churn,1
660,churn analysis,1
661,churn modeling,1
531,business decision-making,1
527,business consulting,1
371,averages,1
526,business cases,1
410,behavioral segmentation frameworks,1
411,behaviour,1
412,behaviour-based,1
413,behavioural analytics,1
415,behavioural segmentation,1
416,benchmarking,1
418,best practice,1
419,better,1
420,betting,1
421,bid requests,1
425,big data analysis,1
426,big data analytic,1
428,big data assets,1
429,big data engineering,1
431,big data infrastructure,1
433,big data pipelines,1
434,big data platforms,1
435,big data processing,1
437,big data set,1
438,big data solutions,1
440,big data system,1
441,big data system architectures,1
442,big data systems,1
409,behavioral models,1
406,behavior tracking,1
405,behavior monitoring,1
386,bash shell scripting,1
372,aviation,1
373,aws,1
374,azure machine learning studio,1
376,back-end development,1
377,backend engineering,1
378,backtests,1
379,bag-of-features,1
381,balance sheet,1
383,banking analytics,1
384,base sas,1
387,batch processing,1
404,bechtel-captured engineering,1
388,batch-mode,1
389,bayesian,1
390,bayesian analysis,1
391,bayesian deep learning,1
395,bayesian modeling,1
396,bayesian models,1
399,bayesian statistical methods,1
401,bayesian techniques,1
402,bayesian tests,1
403,bayesian time series,1
444,big data technology,1
445,big data workflows,1
446,big query,1
500,brewing,1
487,blogging,1
489,blue prism,1
490,board game nights,1
491,body language,1
492,bold decisions,1
494,boosting trees,1
495,boxing,1
497,brainstorming,1
498,break down,1
499,breeze,1
501,browsing history,1
484,blockchain data,1
503,bug tracking,1
504,bugzilla,1
506,build algorithms,1
507,build models,1
508,build processes,1
510,build solutions,1
512,building data pipelines,1
514,building packages,1
517,business admin,1
519,business administrations,1
485,blockchain.,1
483,blockchain analytics,1
450,bio,1
466,biomarker validation,1
451,bio-informatics,1
452,biochemistry,1
453,bioconductor,1
454,bioinformatic,1
456,bioinformatics algorithms,1
458,biological crop protection,1
460,biological insights,1
462,biomarker,1
464,biomarker evaluation,1
465,biomarker profiles,1
467,biomedical,1
481,bitbucket,1
468,biomedical data,1
470,biomedical imaging datasets,1
472,biomedical knowledge,1
473,biomedical ontologies,1
474,biometric sensor,1
475,biometric sensor technology,1
476,biometrics,1
477,biostatistical,1
478,biostatisticians,1
480,biotech,1
1448,detail-oriented,1
1449,detailed analysis,1
1450,detect,1
2337,lean development,1
2389,live sports,1
2391,log parsing,1
2396,logics,1
2397,logistic,1
2400,logistics data,1
2401,logistics operations,1
2402,longitudinal,1
2403,longitudinal data analysis,1
2404,loss prevention,1
2405,loyalty,1
2407,ltv,1
2408,ltv.,1
2410,m.s,1
2412,machine intelligence,1
2413,machine learned models,1
2418,machine learning libraries,1
2419,machine learning modeling,1
2420,machine learning modelling,1
2422,machine learning research,1
2424,machine learning theory,1
2426,machine reading,1
2427,machine reasoning,1
2428,machine sensor,1
2388,live model monitoring,1
2386,literature reviews,1
2384,listen,1
2363,lifecycle thinking,1
2343,learning algorithms,1
2344,learning mindset,1
2345,learning nlp,1
2352,lidar,1
2353,lidar system,1
2354,lidar system performance,1
2359,life-cycle-management,1
2360,life-science,1
2361,lifecycle,1
2362,lifecycle management,1
2364,lifetime value,1
2383,lisp languages,1
2365,lifetime value estimation,1
2366,lifetime value model,1
2367,lift modeling,1
2370,linear analysis,1
2371,linear and,1
2375,linear/,1
2378,linking,1
2379,linking insights,1
2381,liquidity coverage ratios,1
2382,liquidity risk,1
2429,machine translation,1
2431,machine-,1
2434,machines,1
2503,marketplace integrity,1
2485,market insight,1
2489,marketing attribution,1
2491,marketing communications,1
2492,marketing management,1
2493,marketing mix analysis,1
2495,marketing mix optimization,1
2496,marketing modeling,1
2499,marketing sciences,1
2500,marketing software,1
2501,marketing strategies,1
2508,matching,1
2483,market data,1
2509,materials,1
2513,mathematical competence,1
2517,mathematical intuitions,1
2518,mathematical logic,1
2520,mathematical modeling,1
2523,mathematical optimization,1
2525,mathematical sciences,1
2526,mathematical techniques,1
2527,mathematically,1
2529,mathematics.,1
2484,market entry,1
2478,mariadb,1
2435,machines learning,1
2453,managed data stack,1
2436,macroeconomic forecasting,1
2437,macroeconomics,1
2438,macros,1
2442,maintaining models,1
2443,maintaining training,1
2445,maintenance planning,1
2446,making decisions,1
2447,malware,1
2449,manage customer expectations,1
2451,manage projects,1
2454,managed detection,1
2477,maps data,1
2456,management engineering,1
2457,management science,1
2458,managerial,1
2459,manages,1
2460,manages change,1
2462,managing customer expectations,1
2463,managing modeling,1
2471,manipulations,1
2474,map reduce framework,1
2476,mapr,1
2338,leapfrog,1
2335,leadership mindset,1
2534,matrix,1
2332,lda/,1
2203,interest rate risk management,1
2205,interfacing,1
2207,internal audit,1
2208,internal decision-making,1
2209,internal functions,1
2211,international conferences,1
2212,international nights,1
2213,internet,1
2214,internet advertising,1
2215,internet of,1
2216,internet web transactions,1
2217,internet-scale applications,1
2218,interoperability,1
2220,interpersonnal skills,1
2227,interpretive,1
2229,interviewing,1
2230,interviews,1
2232,inventory,1
2233,inventory forecasting,1
2234,inventory management,1
2235,inventory models,1
2237,investigating,1
2238,investigation,1
2202,interest rate,1
2201,interactive visualization,1
2200,interactive visualisation,1
2173,installing,1
2158,innovatively,1
2159,inquisitive,1
2161,insight analysis,1
2163,insightful,1
2164,insightful analysis,1
2166,insights presentations,1
2167,insights.,1
2170,inspire confidence,1
2171,inspires,1
2172,inspiring,1
2176,insurance analytics,1
2199,interactive documents,1
2180,integrated algorithms,1
2182,integrating data,1
2184,integration services,1
2185,integrative analysis,1
2190,intellectual thought processes,1
2191,intellectually curious,1
2193,intelligent control systems,1
2194,intelligent experiences,1
2195,intelligent scene recognition,1
2196,inter process communication,1
2239,investigative,1
2241,investment decisions,1
2242,investment research,1
2313,lagrange multipliers,1
2296,knowledge graph systems,1
2298,knowledge induction,1
2300,knowledge management system,1
2301,knowledge presentation,1
2303,knowledge transfer,1
2304,korean,1
2306,kpi,1
2309,lab,1
2311,laboratory analytical databases,1
2312,laboratory parameters,1
2314,lambda,1
2291,knn,1
2315,landing page optimization,1
2316,landscape,1
2318,language classes,1
2319,language courses,1
2320,language modeling,1
2324,large scale,1
2325,large-,1
2327,large-scale analysis,1
2329,latent factor models,1
2330,laws,1
2295,knowledge graph inference,1
2290,knime,1
2243,investment strategies,1
2267,job search,1
2245,iot,1
2246,iot devices,1
2247,ip,1
2248,ipython,1
2249,ir,1
2252,iteration,1
2255,iterative process,1
2257,j2ee,1
2258,jamppers,1
2265,job management,1
2268,journeys,1
2289,kkt,1
2269,jquery,1
2272,json-like,1
1,-drive,1
2274,judgement,1
2275,judgment,1
2278,jupyter notebook,1
2284,keboola,1
2286,kernel density estimation,1
2287,key,1
2288,kit,1
2533,matrices,1
2535,matrix algebra,1
1453,dev ops,1
2698,monetization,1
2738,music,1
2739,mvc,1
2743,named-entity matching,1
2744,named-entity recognition,1
2745,nano-,1
2746,narrative,1
2747,natural,1
2749,natural language process,1
2751,natural language processing algorithms,1
2752,natural language processing technology,1
2755,negocio,1
2757,negotiation,1
2758,negotiator,1
2759,ner,1
2763,network architectures,1
2765,network diagram,1
2767,network modelisation,1
2769,network orchestration,1
2770,network real estate reorganization,1
2772,network.,1
2776,neural computing,1
2777,neural net,1
2783,next,1
2737,munging data,1
2736,multivariate/a-b testing,1
2735,multivariate time-series data,1
2717,ms access,1
2702,monitor performance,1
2703,monitor pricing,1
2705,monitoring  monitoring,1
2706,monitoring infrastructure,1
2707,monte carlo simulation,1
2708,monte carlo simulations,1
2709,monte-carlo simulation,1
2712,motivates,1
2715,mr,1
2716,ms,1
2718,ms excel,1
2733,multivariate test design,1
2719,mthodes,1
2722,multi-regression algorithms,1
2723,multi-stream ingest,1
2724,multi-task,1
2725,multi-task learning,1
2726,multidisciplinary,1
2727,multinomial logistic regression,1
2730,multivariable calculus,1
2731,multivariate analysis,1
2732,multivariate models,1
2784,nextgen cdms,1
2785,nfv,1
2786,ngs sequencing technologies,1
2846,online learning,1
2832,official language,1
2833,offline validation,1
2834,oil &,1
2835,ols,1
2836,omics analysis,1
2838,omnichannel management,1
2839,on-boarding,1
2840,on-site personalization,1
2843,online,1
2844,online deployment,1
2847,online-browse,1
2828,observational research strategies,1
2848,ontological knowledge graphs,1
2851,ontology development,1
2852,op,1
2855,open dialogue,1
2856,open semantic search,1
2858,open source libraries,1
2859,open source technologies,1
2860,open-minded,1
2862,open-sourcing code,1
2865,operating medical,1
2830,ocr,1
2826,observational,1
2790,node,1
2807,numerical model building,1
2791,node.js,1
2792,non-linear optimization,1
2793,non-linear programming,1
2794,non-linear regression,1
2796,normalization,1
2798,normalizing,1
2801,npu,1
2802,number theory,1
2805,numerical libraries,1
2806,numerical methods,1
2808,numerical sense,1
2825,observation data enrichment,1
2809,numerical skills,1
2811,nvidia,1
2814,object detection models,1
2815,object model analysis,1
2816,object oriented language,1
2818,object oriented programming language,1
2820,object-oriented programming,1
2821,object-oriented programming language,1
2822,object-oriented programming languages,1
2823,objectives-driven mindset,1
2701,monitor data integrity,1
2697,molecular databases,1
2536,maximization,1
2696,molecular biology experiments,1
2570,medical knowledge,1
2571,medical reports,1
2572,medical risk profiling,1
2573,medical science,1
2574,medical technology,1
2576,meet,1
2578,meet project deadlines,1
2579,meeting deadlines,1
2580,memory management,1
2581,memory networks,1
2585,merch,1
2586,merchant,1
2588,metabolomic,1
2590,methodical,1
2596,metrics development,1
2597,micro-finance,1
2598,micro-services,1
2599,microbiome,1
2600,microscopy images,1
2601,microservice architecture,1
2603,microsoft,1
2607,minded,1
2609,mindsetand,1
2569,medical informatics,1
2568,medical imaging data,1
2567,medical imaging,1
2551,meddra,1
2537,mba,1
2538,mc,1
2539,mcmc algorithms,1
2540,mdps,1
2541,meaningful segmentation,1
2545,measurement planning,1
2546,measurement.,1
2547,measures,1
2549,mechanism design,1
2550,mecnica,1
2553,media buying,1
2566,medical examination,1
2554,media data,1
2555,media intelligence,1
2556,media optimization,1
2557,media outlets,1
2558,media plans,1
2560,medical adherence,1
2562,medical applications,1
2563,medical coding,1
2564,medical data,1
2565,medical devices,1
2612,mixed media modeling,1
2614,ml / dl algorithms,1
2617,ml code,1
2678,modeling process,1
2664,model predictions,1
2665,model production,1
2666,model productization pipelines,1
2667,model prototypes,1
2669,model serving,1
2672,model-based,1
2673,model-building,1
2675,modeling infrastructure,1
2676,modeling methodologies,1
2677,modeling pipelines,1
2679,modeling software,1
2662,model performance monitoring,1
2681,modeling workflow,1
2682,modeling.,1
2685,modelling methods,1
2686,modelling packages,1
2687,modelling platform,1
2688,modelling techniques,1
2691,modern,1
2692,modern programming language,1
2693,modern programming languages,1
2694,modlisation,1
2663,model pipelines,1
2661,model performance metrics,1
2622,ml techniques,1
2635,mobility data,1
2623,ml technologies,1
2624,ml tooling,1
2625,ml tools,1
2627,mllib,1
2629,mobile app,1
2630,mobile games,1
2631,mobile gaming,1
2632,mobile platforms,1
2633,mobile signal processing,1
2634,mobile solutions,1
2637,model accuracy,1
2658,model optimization,1
2638,model architectures,1
2640,model build,1
2643,model cross validation,1
2644,model data,1
2645,model degradation,1
2648,model developement,1
2650,model evaluation,1
2652,model hosting,1
2653,model improvements,1
2654,model maintenance,1
2157,innovative thinking,1
2154,innovation pricing,1
2153,innovation forecasting,1
1610,economic research,1
1651,energy engineering,1
1653,energy sector,1
1654,energy systems modelling,1
1655,engage,1
1657,engagement modeling,1
1658,engagement planning,1
1662,engineer data,1
1664,engineering management,1
1665,engineering mathematics,1
1669,english proficiency,1
1670,english spoken,1
1671,enhancement,1
1672,ensemble learning,1
1675,enterprise applications,1
1676,enterprise data,1
1678,enterprise data warehouse,1
1679,enterprise data warehousing,1
1680,enterprise information assets,1
1681,enterprise knowledge base,1
1683,entertainment,1
1684,enthusiastic,1
1685,entity extraction,1
1690,entrepreneurial mindset,1
1649,end point detection,1
1648,encoder-decoder,1
1647,encode data,1
1628,electrical engineer,1
1614,edc,1
1618,eeg,1
1619,efficiency programs,1
1620,efficient,1
1621,efficient algorithms,1
1622,ehr data,1
1623,eider,1
1624,elastic net regularization for,1
1625,elastic search,1
1626,elasticsearch,1
1630,electricity balancing,1
1646,enablement services,1
1632,electronic data capture,1
1633,electronic trading,1
1637,emotional intelligence,1
1638,empathetic,1
1639,empathic,1
1640,empathy,1
1642,employment,1
1643,employment business,1
1644,empowerment,1
1645,empresariales,1
1692,enviroinsite,1
1695,environmental data management,1
1696,epidemiologic studies,1
1777,fedora,1
1759,extract insights,1
1763,f#,1
1765,factor,1
1767,fastai,1
1768,fastscore,1
1770,feasibility,1
1771,feasibility analysis,1
1772,feasibility assessment,1
1775,federated analytics,1
1776,federated learning,1
1779,figures,1
1754,exploratory biomarker,1
1780,file-based storage solutions,1
1781,filter,1
1782,filtering,1
1784,finances,1
1786,financial analytics,1
1790,financial forecasting,1
1795,financial market models,1
1797,financial metrics,1
1800,financial platforms,1
1801,financial reports,1
1757,export,1
1751,exploratory,1
1697,epidemiological,1
1719,event models,1
1700,error analysis,1
1701,error measurements,1
1703,estimating,1
1704,estrategia,1
1705,ethical,1
1709,etl processen,1
1710,etl processes,1
1711,etl tools,1
1713,european languages,1
1717,evaluation data sets,1
1721,event-based analytics,1
1750,explorative analysis,1
1722,eventbased system design,1
1725,evidence generation strategies,1
