index,skill,count,keep
3996,stochastic processes,1,y
3348,python - pandas,1,y
3512,release process,1,
3513,relevance matching,1,y
3806,simulation methods,1,y
4021,strategically,1,
3517,remotely,1,
3518,rendimiento,1,
4022,strategically advising,1,
3323,protocol review,1,y
3322,protein design,1,y
4024,strategize,1,
3519,repeatable code,1,
3321,protection,1,
3320,proposing,1,
3319,propose,1,y
4026,strategy analysis,1,y
3318,proposal generation,1,y
4027,strategy consulting,1,y
4028,strategy formulation,1,y
4029,stream data processing,1,y
4030,stream processing,1,y
3315,property prediction,1,
4031,streaming data,1,y
4032,streaming platforms,1,y
3314,property ownership networks,1,y
4033,streamlining,1,y
3313,property management,1,
4035,string manipulation,1,y
3310,proper,1,
4036,strong,1,
3516,remote development,1,
4018,strategic projects,1,
4017,strategic procurement,1,
4004,story-telling.,1,y
3998,stock previsions,1,
3345,pyramid,1,
3344,pydata stack,1,y
3810,simulink,1,y
3343,publishing research,1,
3342,publishing patents,1,
4000,storage complexities,1,
4001,store level,1,
4002,story board,1,y
4003,story-telling,1,y
3338,public transport,1,y
3337,public presentations,1,y
3336,public health care databases,1,y
3515,relocation,1,
4009,strategic analytics,1,
3334,public,1,
3333,ptp,1,
4010,strategic business,1,
3332,psychometrics,1,
4011,strategic decisions,1,y
4012,strategic initiatives,1,y
3807,simulation modeling,1,y
4014,strategic mindset,1,y
3329,psa,1,y
3328,provide insights,1,y
4015,strategic plan,1,y
3823,soap frameworks,1,y
3936,statistical analytical,1,y
3309,propensity models,1,y
3838,software components,1,y
3449,real-time algorithms,1,y
3863,solutioning,1,
3866,solve complex problems,1,y
3446,real time event detection,1,y
3478,refining,1,y
3870,solving sentiment,1,y
3871,sonar,1,
3872,sorting,1,y
3873,sound analysis,1,y
3442,real data testing,1,y
3480,regexes,1,y
3876,source control,1,y
3439,reading,1,
3438,reactive programming,1,y
3437,react,1,y
3481,regional management,1,y
3835,sociology,1,
3435,rdf,1,y
3833,social skills,1,y
3434,rdc,1,y
3880,sourcing,1,y
3432,rbm,1,y
3431,ray,1,
3430,raw,1,
3881,sourcing data,1,
3882,sourcing datasets,1,
3429,rate x volume,1,
3862,solution validation,1,y
3861,solution methodology,1,y
3935,statistical analysis methods,1,y
3452,real-time bidding,1,y
3844,software lifecycle,1,y
3845,software maintenance,1,y
3472,red sqirl,1,y
3471,recurrent nns,1,y
3846,software modules,1,
3848,software programs,1,
3469,recurrent network,1,y
3468,recruitment,1,
3849,software research,1,y
3466,record linking,1,
3839,software containers,1,
3850,software specifications,1,
3851,software systems,1,
3852,software systems architecture,1,y
3853,software technologies,1,
3854,software tools,1,
3855,software-driven,1,
3475,reduce,1,
3458,real-time streaming,1,y
3457,real-time embedded,1,y
3856,software.development,1,y
3456,real-time data stack,1,y
3477,refactoring,1,y
3858,solution,1,
3859,solution design,1,y
3454,real-time data,1,y
3453,real-time buying engine,1,y
3884,spanish,1,y
3483,regressie,1,
3427,rapid development,1,y
3426,ranking,1,y
3910,sqirl,1,
3827,social competence,1,
3913,ssh,1,y
3914,ssps,1,y
3407,queryable,1,
3406,query techniques,1,y
3916,stacking,1,y
3495,regular expressions,1,y
3403,query management,1,y
3497,reimbursement,1,
3498,reinforcement,1,y
3920,stakeholder management,1,y
3398,quantum improvement,1,y
3397,quantitative techniques,1,y
3921,stan,1,
3922,standard,1,
3923,standardize,1,
3924,star schema structures,1,y
3925,stash,1,
3395,quantitative scientific,1,y
3500,relation extraction,1,y
3926,stat tool,1,y
3392,quantitative problem solving,1,y
3928,state vision design,1,y
3929,statements,1,y
3930,statical analysis,1,y
3932,statistical algorithms,1,y
3909,spss modeler,1,y
3411,queueing systems,1,y
3493,regressional modelling,1,y
3897,specifications,1,
3887,spark optimization,1,y
3889,sparse,1,y
3890,spatial data,1,y
3891,spatial regression,1,y
3892,spatial-temporal data,1,y
3893,spatio-temporal analysis,1,y
3422,radiology,1,y
3894,speak,1,y
3421,r/,1,y
3420,r..,1,y
3487,regression discriminant analysis,1,y
3488,regression modeling,1,y
3898,spectrum allocation,1,y
3412,queuing systems,1,y
3418,r&d processes,1,y
3829,social media,1,y
3489,regression modelling,1,y
3828,social environments,1,y
3416,r programming,1,y
3902,spinning,1,
3415,r /,1,y
3904,spoken/written english,1,y
3905,sports,1,
3491,regression testing,1,y
3907,spreadsheet,1,y
3492,regression trees,1,y
4038,structure data,1,y
4041,structured data problems,1,y
4229,telematics,1,y
3216,product metrics,1,
4162,technical designs,1,y
3539,research programs,1,y
4164,technical direction,1,
4165,technical discussions,1,
4167,technical domain,1,
3214,product life-cycle,1,
3213,product life cycle management,1,y
3212,product life cycle,1,
3211,product intelligence,1,
3210,product innovation,1,
3209,product improvement,1,
4168,technical drawings,1,y
3540,research prototypes,1,y
4170,technical environment,1,
4173,technical feasibility,1,y
3207,product feedback,1,
3541,research reports,1,y
3206,product features,1,
4174,technical finance,1,y
3205,product enhancement,1,y
4175,technical fluency,1,y
4176,technical governance,1,y
3203,product developments,1,y
3764,senior management,1,
4178,technical innovation,1,y
3201,product designs,1,y
4179,technical issues,1,
4160,technical demonstrations,1,y
4159,technical data,1,
3771,sequence data,1,
4158,technical contents,1,
3535,research code,1,y
3231,production lifecycles,1,y
3230,production implementation,1,y
4135,team decision making,1,y
3536,research design,1,y
3770,seo,1,y
3769,sentimental analysis,1,y
3767,sensors,1,
4143,technical advice,1,
4144,technical aid,1,
3225,product vision,1,
4147,technical architect,1,y
4148,technical architecture,1,y
3765,sensor,1,
4149,technical aspects,1,
4150,technical assistance,1,
3224,product strategy,1,
4154,technical competence,1,y
3223,product requirements,1,
3222,product prototypes,1,y
3221,product problems,1,
4155,technical components,1,
4156,technical computations,1,
4157,technical content,1,
3219,product performance,1,
3218,product oriented,1,
3217,product momentum tracking,1,y
3200,product design,1,y
3762,semi-supervised learning algorithms,1,y
3199,product delivery,1,y
4181,technical knowledge transfer,1,y
3179,process development,1,y
4200,technical simulation models,1,y
4201,technical skill,1,y
4206,technical statistical modeling,1,y
4207,technical strategies,1,y
3550,resource-,1,
4210,technical understanding,1,y
4211,technical work,1,y
3843,software implementation,1,y
3176,process control,1,y
4213,technically,1,
4214,technically design,1,y
3756,semantic skills,1,y
3175,process automation,1,y
3174,process analysis,1,y
3551,resourcefulness,1,y
3172,proceso,1,
4217,techniques,1,
4218,technological watch,1,
3168,problem-solver,1,y
3167,problem statements,1,
3754,semantic models,1,y
3753,semantic modeling,1,y
3166,problem statement,1,y
4224,technology stack,1,y
3752,semantic master,1,y
4225,technologys,1,y
3549,resource planning,1,y
3181,process parallelization,1,y
4198,technical results,1,y
3189,procure to,1,
3197,product data attribution,1,
3196,product data,1,
3195,product build,1,y
3194,product attribution,1,y
3761,semi-structured data,1,y
4183,technical marketing,1,y
4184,technical mentorship,1,y
3191,producibility data templates,1,y
3760,semi structured data,1,y
4185,technical methodologies,1,y
4186,technical methods,1,y
3544,reservoir modeling,1,y
4187,technical operations,1,y
4197,technical resources,1,y
3188,processing pipelines,1,y
4188,technical problems,1,y
3545,reservoir simulation,1,y
4190,technical product development,1,y
4192,technical projects,1,y
3546,resilience,1,y
3547,resolving,1,
3184,process reviews,1,y
3758,semantic web stack,1,y
4194,technical queries,1,y
3548,resource management,1,y
4196,technical resource,1,y
3233,production models,1,y
3234,production optimization,1,y
4042,structured data processing,1,y
4068,supply hierarchy,1,y
3527,reporting structures,1,y
4072,support automation,1,y
3290,project management skills,1,y
3791,sharing,1,
4074,support strategy,1,
4076,supportincluding,1,
3288,project lifecycle tooling,1,y
3790,shaping,1,
3789,sfdc,1,y
3287,project design,1,y
3286,project delivery,1,y
3285,project coordination,1,y
4079,supports study,1,y
3284,project,1,
3788,setup,1,
3283,progressive,1,y
4081,survey,1,y
3281,programming techniques,1,y
3280,programming software,1,y
4085,survival and,1,
4086,sustainability,1,
4087,sustainable design software,1,
4090,svn,1,y
3276,programming concepts,1,
3785,services management,1,y
4092,swl,1,
4093,symbolic programming,1,y
3526,reporting services,1,
3525,reporting integration,1,y
3235,production pipeline,1,y
3524,reporting insights,1,y
3802,significance,1,
4044,structured prediction,1,y
4046,structured query language,1,y
3800,sifting,1,
3305,proof-of-concepts.,1,y
3799,sift,1,
4050,subsystem,1,
4051,subsystem performance,1,
4052,subversion,1,
3303,proof-of-concept trials,1,
3798,showcasing,1,
4054,sunburst chart,1,y
4055,supervise,1,
3301,proof of concept,1,
3300,promotions,1,
4056,supervised,1,
3797,shogun,1,y
3796,shipping predictive data,1,y
4059,supervision,1,y
3298,promotional effectiveness,1,
3523,reporting dashboards,1,y
3795,shipping,1,
4061,supply building,1,
3297,promotional,1,
4063,supply chain /,1,y
3794,shell scripts,1,y
3294,project proposals,1,y
3783,service portfolio evolution,1,
4096,system control,1,y
3274,programmation languages,1,y
3782,service metrics,1,
4111,systems thinking,1,y
3251,produktive,1,
3775,serve,1,
4112,t code conversions,1,y
4113,t-sql,1,y
4115,tabular data,1,y
3247,productization,1,
4116,tabular deep learning,1,y
4120,tactical insights,1,y
4121,tactical plan,1,y
3533,requirements,1,
3773,sequential pattern discovery,1,y
4122,tactics,1,
4123,tag management,1,y
3245,productionizing,1,y
3244,productionize,1,y
3772,sequencing data,1,y
3243,productionising,1,y
4125,talk,1,
3241,production-ready code,1,y
4127,task prioritization,1,y
4128,tasks,1,
3239,production software systems,1,y
4129,tax,1,
3237,production scale,1,
4130,tdd,1,y
3236,production research,1,y
3531,required transformations,1,y
4110,systems tests,1,y
3255,professional education,1,y
3266,profitability analyses,1,y
3273,programmatic data analytics,1,y
4098,system development,1,y
3781,service management,1,y
3271,programmatic,1,y
4099,system level,1,
4101,systemes,1,
3779,service,1,
3530,representational learning,1,y
4103,systems analysis,1,y
3777,server-side languages,1,y
3268,prognosis,1,
3267,profond,1,
3776,server side programming,1,
4109,systems strategy,1,
4105,systems data,1,
3264,profiles,1,y
3263,professionalism,1,
3262,professional work,1,
3261,professional skills development,1,y
4107,systems evaluation,1,y
4108,systems libraries,1,y
3259,professional qualifications,1,
3644,scalable data analytics,1,y
3258,professional programming,1,y
3257,professional presentations,1,y
3256,professional ethics,1,y
3718,secure,1,
0,'s,1,
2868,operation,1,
890,conference,1,
934,content optimization,1,y
935,contextual targeting,1,y
936,continuing education,1,
937,continuing education policy,1,
942,continuous learning,1,y
943,contracting,1,y
944,control,1,
945,control theory,1,y
946,controlling,1,
947,conversational,1,
948,conversational agents,1,
949,conversational ai,1,y
950,conversational interface,1,y
953,conversion probabilities,1,y
956,convolutional nns,1,y
964,corporate databases,1,y
965,correlation,1,y
966,correlative,1,
967,cost classification,1,y
968,cost modeling,1,y
970,coursework,1,
971,cpg,1,y
973,crawling,1,y
932,content creation,1,y
929,containerization technologies,1,
927,containerised deployment,1,
913,consulting staff,1,
895,conflict resolution,1,
897,consistency,1,
898,consistent media taxonomy,1,
899,constituency and,1,
904,construction,1,
905,construction data,1,y
906,constructive,1,
909,consultative,1,
910,consultative acumen,1,y
911,consultative skills,1,y
914,consumer analytics,1,y
926,containerisation,1,
915,consumer electronics,1,y
916,consumer experiences,1,
917,consumer lifecycle management,1,y
918,consumer product & retail,1,y
919,consumer products,1,
920,consumer satisfaction,1,y
921,consumer surveys,1,y
922,container based services,1,y
924,container technologies,1,y
925,container technology,1,y
974,create,1,
975,create insights,1,y
976,creating,1,
1037,customer care data,1,
1020,ct,1,
1021,cuisine,1,
1027,customer analysis,1,y
1029,customer application,1,
1031,customer behavior analyses,1,y
1032,customer behavior analysis,1,y
1033,customer behavioral analytics,1,y
1034,customer behavioral clustering,1,y
1035,customer behaviour,1,y
1036,customer behaviours,1,y
1038,customer centric,1,
1016,cryptographic,1,y
1040,customer data privacy,1,y
1044,customer improvement,1,y
1047,customer interaction,1,y
1048,customer journey optimisation,1,y
1050,customer lifecycle,1,y
1051,customer ltv,1,y
1052,customer preference,1,
1053,customer presentations,1,y
1054,customer problem,1,
1056,customer requirements,1,
1019,csuite,1,
1014,cross-lingual alignment/,1,y
977,creating forecasts,1,y
997,credit risk models,1,y
978,creating insights,1,y
981,creative mindset,1,y
982,creative problem solver,1,y
984,creative solutions,1,
987,creatively visualize,1,y
990,credit,1,
992,credit risk insights,1,y
993,credit risk management,1,y
994,credit risk model,1,y
996,credit risk modelling,1,y
998,credit risk technologies,1,y
1013,cross-device graph,1,y
999,credit score modelling,1,y
1000,credit scoring,1,y
1001,crf,1,y
1002,critical analysis,1,y
1005,critique,1,
1007,crop placement,1,
1008,cross,1,
1009,cross & up sell,1,
1011,cross-analyze data,1,y
1012,cross-channel spend allocation,1,y
894,configuring,1,
889,conditional probability,1,y
1058,customer retention,1,y
886,conceptualize analyses,1,y
756,code repository,1,
761,codebases,1,y
762,codes,1,y
765,coding practices,1,y
766,coding processes,1,y
767,coding skills,1,y
770,cognitive analytics,1,y
771,cognitive performance,1,y
772,cognitive science,1,y
773,cognitive services,1,y
775,cognitive systems,1,y
776,cognos bi,1,y
777,cohort analysis,1,
784,collaborative mind-set,1,y
785,collaborative mindset,1,y
786,collaborative technical,1,y
787,collaborative work,1,y
791,collegial,1,
792,color balance,1,y
793,column stores,1,y
794,columnar data warehouse,1,y
795,combining,1,
797,command-line,1,y
755,code quality,1,y
754,code management,1,y
753,code libraries,1,y
724,cloud applications,1,
710,clinical development process,1,y
711,clinical implementation,1,
712,clinical insights,1,y
713,clinical practice,1,y
716,clinical science,1,y
717,clinical studies,1,y
718,clinical supply chain management,1,y
720,clojure,1,
722,cloud administration,1,y
723,cloud analytics infrastructure,1,y
725,cloud architect,1,y
746,clustering algorithms,1,y
726,cloud components,1,y
727,cloud composer/,1,y
730,cloud engineering,1,y
732,cloud ml,1,y
735,cloud solutions,1,y
738,cloud technology,1,y
739,cloud-,1,
740,cloud-based applications,1,y
741,cloud-plattformen,1,y
742,cloudera,1,y
799,commercial data,1,y
800,commercial management,1,y
801,commercial production databases,1,y
869,computer vision paradigms,1,y
852,computer applications,1,y
853,computer computer science,1,y
854,computer concepts,1,y
856,computer gaming,1,y
858,computer languages.,1,y
863,computer simulation,1,y
864,computer skills,1,y
865,computer software,1,y
866,computer validation,1,y
868,computer vision development,1,y
870,computer vison,1,y
850,compute,1,y
871,computerized data management,1,y
872,computerized information systems,1,y
874,computing framework,1,y
875,computing normals,1,y
876,computing performance statistics,1,y
878,computing systems,1,
879,concept,1,
880,concept extraction,1,y
883,conceptual,1,
884,conceptual thinking,1,y
851,compute infrastructure,1,y
848,computational solutions,1,y
802,commercial strategies,1,y
824,competitive advantages,1,y
803,commercialization,1,y
805,commission,1,
807,communicated,1,
809,communicatieve,1,y
815,communicative mindset,1,y
818,company policy,1,
820,compare,1,y
821,comparing,1,
822,compass,1,
823,competencies,1,y
825,competitor intelligence,1,y
847,computational social science,1,y
831,compliance audits,1,y
832,computability,1,
834,computation cluster,1,y
836,computational analysis,1,y
838,computational engineering,1,y
839,computational linguistic,1,y
840,computational linguistic theory,1,y
844,computational optimisation,1,y
845,computational packages,1,y
846,computational performance,1,y
1057,customer research,1,y
1060,customer segmentation models,1,y
707,clinical data analysis,1,y
1282,data-,1,
1324,database modelling,1,y
1326,database query languages,1,y
1327,database querying,1,y
1328,database release,1,y
1329,database schema,1,
1330,database set-up,1,y
1332,database structure,1,y
1333,database study designs,1,y
1338,databricks notebooks,1,y
1340,dataflow & beam,1,y
1341,datalab,1,y
1342,datalake,1,y
1343,datarobot,1,y
1344,datascience,1,y
1348,datastore,1,y
1349,datavisualisation,1,y
1350,dataviz,1,y
1351,datos,1,
1353,de-codification,1,y
1354,deadlines,1,
1356,debug,1,y
1361,decision makers,1,y
1363,decision modelling,1,y
1321,database integration,1,y
1318,database architectures,1,y
1317,database applications,1,y
1300,data-drivenness,1,y
1284,data-based insights,1,y
1285,data-centric,1,y
1286,data-cleaning,1,y
1289,data-driven analysis,1,y
1290,data-driven applications,1,y
1291,data-driven decision making,1,y
1293,data-driven development,1,y
1294,data-driven insight,1,y
1297,data-driven solutions,1,y
1299,data-driven systems,1,y
1301,data-fueled solutions,1,y
1315,data.,1,
1302,data-informed mindset,1,y
1304,data-led,1,y
1305,data-minded,1,y
1306,data-modeling,1,y
1307,data-modelling,1,y
1309,data-oriented programming languages,1,y
1310,data-processing,1,y
1312,data-sets,1,
1313,data-structures,1,y
1314,data-visualization,1,y
1364,decision process,1,y
1367,decision strategies,1,y
1368,decision support,1,y
1429,descriptive analytic,1,y
1416,departmental procedures,1,
1417,departments,1,
1418,dependency parsers,1,y
1420,deployable,1,y
1422,deploying code,1,y
1423,deploying models,1,y
1425,deployment methods,1,y
1426,deployment pipelines,1,y
1427,descriptive,1,y
1428,descriptive analysis,1,y
1432,design algorithms,1,y
1412,democratize data,1,y
1433,design data frames,1,y
1434,design domain-driven,1,y
1435,design domain-driven event models,1,y
1438,design planning,1,y
1439,design principles,1,y
1440,design processes,1,y
1441,design quality,1,y
1443,design thinking methods,1,y
1444,design-thinking,1,y
1445,designed,1,
1415,dendrograms,1,y
1411,demand/supply planning,1,y
1371,decision tree models,1,y
1392,deep-dive analysis,1,y
1374,decisioning,1,
1376,deduplication/,1,y
1378,deep belief networks,1,y
1379,deep data analysis,1,y
1381,deep learning algorithm,1,y
1384,deep learning data,1,y
1386,deep learning libraries,1,y
1388,deep learning.,1,y
1389,deep neural network architectures,1,y
1391,deep reinforcement learning,1,y
1393,deeplearning4j,1,y
1410,demand/,1,
1394,delegating,1,y
1399,delivering insights,1,y
1401,delivery data,1,y
1402,delivery logic,1,y
1403,delivery methods,1,y
1404,delivery models,1,y
1405,delivery organization,1,y
1406,demand,1,y
1408,demand modelling,1,y
1409,demand planning,1,y
1283,data-analytics,1,y
1280,data workflow,1,y
1064,customer stories,1,y
1278,data warehousing infrastructure,1,y
1120,data crunching,1,y
1121,data curation,1,y
1122,data dashboards,1,y
1123,data delivery,1,y
1124,data design,1,y
1127,data distributions,1,y
1128,data domains,1,
1129,data driven,1,
1130,data driven insights,1,y
1131,data ecosystem,1,y
1133,data environment,1,y
1134,data etl,1,y
1140,data formats,1,y
1141,data formulation,1,y
1143,data fusion,1,y
1149,data infrastructures,1,y
1152,data insight,1,y
1154,data instrumentation,1,y
1156,data integrator,1,y
1158,data interpretation,1,y
1159,data interrogation technologies,1,y
1160,data intuition,1,y
1163,data lifecycle,1,y
1119,data creation,1,y
1118,data craft,1,y
1117,data conformance strategy,1,y
1091,data acquisitions,1,y
1067,customer support experience,1,y
1068,customer value optimization,1,y
1070,customer-interfacing,1,y
1071,customization,1,y
1073,cyber-security,1,y
1074,cybernetics,1,y
1076,cypher,1,y
1079,dart,1,y
1083,dashboard development,1,y
1084,dashboarding,1,y
1094,data analysis libraries,1,y
1116,data conceptualization,1,y
1095,data analysis model,1,y
1096,data analysis structures,1,y
1097,data analytic,1,y
1098,data analytical,1,y
1106,data browsing,1,y
1107,data carpentry,1,y
1108,data cataloguing,1,y
1109,data center,1,y
1110,data centric,1,y
1113,data clustering,1,y
1164,data linkage,1,y
1165,data logging,1,y
1167,data management systems,1,y
1249,data storytelling,1,y
1216,data quality metrics.,1,y
1218,data re-structuring,1,y
1221,data resources,1,y
1222,data review,1,y
1225,data science applications,1,y
1227,data science innovation,1,y
1231,data science services,1,y
1232,data science strategy,1,y
1236,data segmentation,1,y
1245,data st,1,y
1252,data streams,1,y
1213,data qa,1,y
1255,data structures.,1,y
1256,data summarization,1,y
1258,data tables,1,y
1259,data team,1,y
1261,data testing,1,y
1262,data tools,1,y
1264,data transformations,1,y
1265,data understanding,1,y
1271,data visualization software,1,y
1273,data vizualisations,1,y
1215,data quality assurance,1,y
1211,data protection management,1,y
1169,data mapping,1,y
1190,data platforms,1,y
1170,data marts,1,y
1172,data methods,1,y
1174,data mining algorithms,1,y
1175,data mining theory,1,y
1177,data model design,1,y
1180,data modelling technologies,1,y
1181,data modelling/,1,y
1187,data piping,1,y
1188,data planning,1,y
1189,data platform,1,y
1191,data pre-processing tools,1,y
1209,data projects,1,y
1192,data prep,1,y
1196,data problems,1,y
1199,data processing language,1,y
1200,data processing pipelines,1,y
1201,data processing software,1,y
1202,data processing systems,1,y
1203,data processing technologies,1,y
1204,data product,1,y
1207,data programming,1,y
1208,data project management,1,y
708,clinical data management,1,y
706,clinical collaboration,1,y
2866,operating model,1,y
194,analytical mindset,1,y
242,anaphora,1,y
243,animation,1,y
244,annotated code,1,y
245,annotation,1,y
246,anomalies,1,y
249,apache,1,y
250,apache airflow,1,y
253,api integration,1,y
255,app,1,y
256,applicablepharma,1,y
259,application integration,1,y
260,application.,1,y
265,applied calculus,1,y
266,applied customer,1,y
268,applied machine learning,1,y
271,applied maths,1,y
272,applied physics,1,y
276,appropriate testing,1,y
277,apps,1,y
279,arcgis,1,y
280,architect,1,y
283,architectural design,1,y
284,architectural plans,1,y
239,analyzes,1,y
237,analyze web scale data,1,y
234,analytics-driven,1,y
218,analytical/,1,y
196,analytical model development,1,y
199,analytical operations,1,y
201,analytical platforms,1,y
203,analytical problems,1,y
205,analytical products,1,y
206,analytical programming language,1,y
208,analytical reports,1,y
211,analytical strategies,1,y
213,analytical technologies,1,y
215,analytical thinker,1,y
219,analytically curious,1,y
233,analytics).,1,y
220,analyticalmethods,1,y
223,analytics architecture,1,y
224,analytics data,1,y
225,analytics implementation,1,y
227,analytics methods,1,y
228,analytics models,1,y
229,analytics notebooks,1,y
230,analytics platforms,1,y
231,analytics services,1,y
232,analytics technologies,1,y
287,architecture design,1,y
288,architecture.,1,y
290,archive,1,y
347,automated machine learning,1,y
336,automate scoring,1,y
337,automated algorithms,1,y
339,automated anomaly detection systems,1,y
340,automated classification,1,y
341,automated data collection,1,y
342,automated data extraction,1,y
343,automated data pipelines,1,y
344,automated data workflows,1,y
345,automated document generation,1,y
346,automated job,1,y
349,automated recommendations,1,y
332,authoring,1,y
350,automated testing,1,y
351,automated tools,1,y
352,automatic classification,1,y
355,automating analysis,1,y
357,automation technologies,1,y
358,automation.,1,y
359,automations,1,y
360,automatization,1,y
361,automatize analysis,1,y
362,automl,1,y
334,autocad,1,y
331,audit services,1,y
291,arithmetic,1,y
311,asset pricing,1,y
292,articles,1,y
295,articulation,1,y
296,artifact,1,y
299,artificial intelligence models,1,y
301,asian languages,1,y
302,ask questions,1,y
303,assembly,1,y
305,assess impact,1,y
306,assessing risk,1,y
310,asset management business,1,y
312,asset protection,1,y
328,audience segmentation,1,y
313,asset qualifications,1,y
314,assets,1,y
315,assignment,1,y
316,association,1,y
317,association rule mining,1,y
320,assurance,1,y
321,astigan,1,y
323,attention to detail..,1,y
325,attribute generation,1,y
326,attributes,1,y
195,analytical model,1,y
193,analytical mind-set,1,y
364,automotive data,1,y
189,analytical machine learning,1,y
50,ad hoc data extract,1,y
51,ad hoc reporting,1,y
53,ad metrics,1,y
54,ad spend,1,y
57,ad-hoc,1,y
62,adapting,1,y
63,administer,1,y
64,administrating,1,y
65,administration,1,y
69,advanced computing,1,y
70,advanced functions,1,y
72,adversarial networks,1,y
76,advisory services,1,y
77,advocacy,1,y
78,advocate,1,y
80,affiliates,1,y
81,agent-based modelling,1,y
86,agile approach,1,y
88,agile delivery methods,1,y
89,agile delivery process,1,y
91,agile development mindset,1,y
92,agile engineering,1,y
96,agile methods,1,y
47,activity,1,y
45,active asset allocation,1,y
41,action plans,1,y
14,#NAME?,1,
3,#NAME?,1,
4,#NAME?,1,
5,#NAME?,1,
6,#NAME?,1,
7,#NAME?,1,
8,#NAME?,1,
10,#NAME?,1,
11,#NAME?,1,
12,#NAME?,1,
13,-waste-,1,
16,2d,1,
37,achievement,1,
18,3d,1,
20,a/b,1,y
22,ab testing,1,y
23,abap,1,y
24,abstract modeling,1,y
25,acceleration time series,1,y
29,access protocols,1,
30,account management,1,y
34,accounting principles,1,
36,accuracy.,1,
97,agile principles,1,y
98,agile procedures,1,y
101,agile software processes,1,y
168,analytic functions,1,y
147,ambitious mindset,1,y
150,analyse matching,1,y
152,analysed,1,
157,analysis algorithms,1,y
158,analysis pipelines,1,y
159,analysis ratios,1,
160,analysis services,1,
161,analysis software,1,
162,analysis techniques,1,
166,analyst notebook,1,
170,analytical activities,1,
144,alignment,1,
171,analytical applications,1,
173,analytical batch processing,1,y
177,analytical competencies,1,
178,analytical data processing,1,y
179,analytical data stores,1,y
180,analytical datasets,1,y
181,analytical design,1,y
182,analytical development,1,y
185,analytical expertise,1,y
187,analytical function,1,
145,alternative,1,
142,algorithms).,1,
102,agile structure,1,y
117,ai solutions,1,y
104,agile workspace design,1,y
105,agile/,1,y
106,agiler,1,y
107,agriculture,1,y
109,ai algorithms,1,y
110,ai architectures,1,y
111,ai driven,1,
112,ai literacy,1,y
113,ai methods,1,y
116,ai procedures,1,y
119,ai-driven,1,
141,algorithms operations,1,y
122,alcance,1,
123,alerting,1,
128,algorithm performance metrics,1,y
129,algorithm programming,1,y
130,algorithmes,1,
132,algorithmic coding,1,y
136,algorithmic r&d,1,y
137,algorithmic research,1,y
139,algorithms development,1,y
140,algorithms implementation,1,y
363,automotive,1,
366,automotive spice,1,
704,clients,1,
528,business cycle,1,
578,business understanding,1,
580,business-,1,
581,business-like,1,
582,business.,1,y
583,businesses,1,
585,businesss data,1,
586,businesss strategies,1,
588,c derivatives,1,y
590,c#.,1,y
591,c#/++,1,y
596,cafee,1,y
602,calculating,1,
603,calculation,1,
605,calibrating response models,1,
606,calibration,1,
607,campaign analytics,1,y
608,campaign management,1,y
609,campaign optimization,1,y
611,capabilities,1,
612,capacity planning,1,y
614,capital ratios,1,
615,captioning,1,
618,career development,1,y
577,business thought leadership,1,y
576,business systems analysis,1,y
575,business systems,1,y
553,business models,1,y
534,business discovery,1,y
535,business english,1,y
537,business flow,1,y
538,business functions,1,y
539,business governance,1,y
540,business health,1,y
543,business information systems,1,y
546,business intelligent,1,y
549,business leadership,1,y
550,business management,1,y
555,business operation,1,y
570,business recommendation,1,y
556,business operations,1,y
557,business partners,1,y
559,business performance improvement,1,y
560,business performance metrics,1,y
562,business plan,1,y
563,business planning,1,y
565,business process analysis,1,y
566,business process improvement,1,y
568,business products,1,
569,business proposals,1,y
620,case,1,
624,catalog quality,1,y
625,categorization,1,y
685,cleanup,1,y
667,ci/cd,1,y
668,ci/cd pipeline,1,y
669,ciencia,1,
671,claims data,1,
672,classical regression,1,y
673,classificatie,1,y
675,classification algorithms,1,y
677,classifiers,1,y
678,classify,1,y
684,cleansing data,1,y
688,clementine,1,
665,churn rates,1,y
689,clever,1,y
690,clickstream data,1,y
691,clickstream diagram,1,y
692,client demands,1,y
693,client facing,1,
694,client impact,1,
698,client relationship building,1,y
699,client relationship management,1,y
702,client services,1,
703,client systems,1,
666,ci,1,
664,churn prevention,1,y
627,causal attribution,1,y
646,channel management,1,y
628,causal forecasting,1,y
630,causal inference methods,1,y
631,causal inference.motivation,1,y
632,causal modelling,1,y
634,cause,1,
635,causes,1,
636,ccd,1,y
637,cd,1,y
640,certifications,1,
641,chain,1,
647,characterization,1,
663,churn prediction model,1,y
648,charting,1,
650,chatbot,1,y
652,chem,1,
653,chemical,1,
654,chemical development,1,y
657,choice,1,
658,choice architecture,1,y
659,churn,1,
660,churn analysis,1,y
661,churn modeling,1,y
531,business decision-making,1,y
527,business consulting,1,y
371,averages,1,
526,business cases,1,
410,behavioral segmentation frameworks,1,y
411,behaviour,1,
412,behaviour-based,1,
413,behavioural analytics,1,y
415,behavioural segmentation,1,y
416,benchmarking,1,
418,best practice,1,
419,better,1,
420,betting,1,
421,bid requests,1,
425,big data analysis,1,y
426,big data analytic,1,y
428,big data assets,1,y
429,big data engineering,1,y
431,big data infrastructure,1,y
433,big data pipelines,1,y
434,big data platforms,1,
435,big data processing,1,y
437,big data set,1,
438,big data solutions,1,y
440,big data system,1,
441,big data system architectures,1,y
442,big data systems,1,
